"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","hours_per_week","income","education_cat","gender"
"17335","CS17347",48,"Other/Unknown",9,"W","Husband","Other/Unknown","White",25.5,32.68,"secundaria","f"
"17336","CS17348",44,"Private",13,"X","Unmarried","Blue-Collar","Black",7.5,44.5,"universitaria","f"
"17337","CS17349",32,"Private",10,"S","Unmarried","Sales","White",50,48.32,"universitaria","m"
"17338","CS17350",30,"Government",9,"S","Not-in-family","Service","Black",40.5,38.6,"secundaria","f"
"17339","CS17351",49,"Government",12,"M","Own-child","White-Collar","White",60.5,63.5,"universitaria","m"
"17340","CS17352",23,"Private",9,"S","Husband","White-Collar","Black",40,40.93,"secundaria","f"
"17341","CS17353",25,"Private",10,"M","Own-child","Blue-Collar","White",16,52.77,"universitaria","m"
"17342","CS17354",19,"Private",10,"S","Husband","White-Collar","White",15,42.44,"universitaria","f"
"17343","CS17355",27,"Private",11,"S","Own-child","Blue-Collar","White",40.5,48.44,"universitaria","m"
"17344","CS17356",43,"Government",9,"S","Not-in-family","Blue-Collar","White",60,56.58,"secundaria","m"
"17345","CS17357",38,"Private",9,"M","Not-in-family","Blue-Collar","White",50,53.75,"secundaria","m"
"17346","CS17358",42,"Private",14,"M","Husband","Professional","White",60,56.18,"postuniversitaria","m"
"17347","CS17359",33,"Government",13,"S","Husband","White-Collar","White",38,61.07,"universitaria","m"
"17348","CS17360",30,"Private",13,"M","Own-child","White-Collar","White",40,57.08,"universitaria","m"
"17349","CS17361",29,"Private",13,"S","Husband","Service","White",40.5,51.21,"universitaria","m"
"17350","CS17362",30,"Private",7,"M","Not-in-family","Blue-Collar","White",40.5,52.42,"secundaria","m"
"17351","CS17363",26,"Private",9,"M","Husband","Service","White",40.5,49.92,"secundaria","m"
"17352","CS17364",43,"Private",13,"M","Husband","Professional","White",40.5,54.56,"universitaria","m"
"17353","CS17365",30,"Private",9,"M","Husband","Service","White",45,41.29,"secundaria","f"
"17354","CS17366",38,"Private",10,"M","Wife","Blue-Collar","White",40.5,52.9,"universitaria","m"
"17355","CS17367",48,"Private",14,"M","Husband","White-Collar","White",40.5,57.16,"postuniversitaria","m"
"17356","CS17368",57,"Private",13,"M","Husband","Sales","White",55.5,57.8,"universitaria","m"
"17357","CS17369",30,"Private",9,"M","Husband","Sales","White",30,40.72,"secundaria","f"
"17358","CS17370",42,"Government",14,"X","Wife","White-Collar","Black",45.5,46.85,"postuniversitaria","m"
"17359","CS17371",31,"Self-Employed",9,"M","Unmarried","White-Collar","White",70,55.54,"secundaria","m"
"17360","CS17372",32,"Private",10,"S","Husband","Blue-Collar","White",40.5,49.49,"universitaria","m"
"17361","CS17373",28,"Private",13,"M","Not-in-family","White-Collar","White",40.5,54.9,"universitaria","m"
"17362","CS17374",63,"Private",9,"M","Husband","Blue-Collar","White",40,55.8,"secundaria","m"
"17363","CS17375",32,"Private",9,"M","Husband","Blue-Collar","White",40,50.55,"secundaria","m"
"17364","CS17376",20,"Private",10,"S","Husband","Blue-Collar","White",12,45.22,"universitaria","m"
"17365","CS17377",51,"Self-Employed",14,"M","Own-child","Professional","White",30,39.2,"postuniversitaria","f"
"17366","CS17378",36,"Private",13,"S","Wife","Service","White",20.5,51.03,"universitaria","m"
"17367","CS17379",24,"Private",10,"M","Not-in-family","Sales","Amer-Indian-Eskimo",40,40.03,"universitaria","m"
"17368","CS17380",41,"Government",11,"D","Husband","White-Collar","White",44,48.36,"universitaria","f"
"17369","CS17381",21,"Private",9,"S","Unmarried","Blue-Collar","White",40.5,50.9,"secundaria","m"
"17370","CS17382",27,"Private",10,"S","Own-child","Blue-Collar","Asian-Pac-Islander",45.5,40.24,"universitaria","m"
"17371","CS17383",17,"Private",5,"S","Not-in-family","Service","Black",35.5,38.39,"primaria","m"
"17372","CS17384",45,"Private",2,"M","Own-child","Service","White",40.5,36.36,"primaria","f"
"17373","CS17385",39,"Government",9,"X","Wife","White-Collar","White",35,47.19,"secundaria","f"
"17374","CS17386",21,"Private",10,"S","Unmarried","Professional","Amer-Indian-Eskimo",4.5,34.7,"universitaria","f"
"17375","CS17387",29,"Private",13,"S","Own-child","Professional","White",45.5,51.52,"universitaria","m"
"17376","CS17388",39,"Private",14,"S","Not-in-family","Sales","White",45,48.53,"postuniversitaria","m"
"17377","CS17389",42,"Private",9,"X","Not-in-family","Blue-Collar","Black",40,42.86,"secundaria","m"
"17378","CS17390",22,"Private",3,"M","Other-relative","Blue-Collar","White",40.5,54.55,"primaria","m"
"17379","CS17391",21,"Other/Unknown",10,"S","Other-relative","Other/Unknown","White",40,32.51,"universitaria","f"
"17380","CS17392",59,"Private",9,"W","Own-child","White-Collar","White",40,43.14,"secundaria","f"
"17381","CS17393",40,"Private",14,"M","Not-in-family","White-Collar","White",65,58.36,"postuniversitaria","m"
"17382","CS17394",45,"Private",10,"D","Husband","Service","White",40.5,36.18,"universitaria","f"
"17383","CS17395",35,"Private",9,"D","Not-in-family","White-Collar","White",50.5,55.82,"secundaria","m"
"17384","CS17396",58,"Private",9,"M","Not-in-family","Blue-Collar","White",20.5,52.05,"secundaria","m"
"17385","CS17397",45,"Private",10,"M","Husband","Blue-Collar","White",40,57.76,"universitaria","m"
"17386","CS17398",29,"Private",9,"M","Husband","Blue-Collar","Amer-Indian-Eskimo",45,42.42,"secundaria","m"
"17387","CS17399",21,"Private",7,"S","Husband","Blue-Collar","White",45.5,54.13,"secundaria","m"
"17388","CS17400",51,"Private",9,"M","Own-child","Service","White",40.5,54.41,"secundaria","m"
"17389","CS17401",34,"Government",10,"M","Husband","Service","White",40.5,47.44,"universitaria","f"
"17390","CS17402",40,"Private",13,"D","Wife","White-Collar","White",35,46.78,"universitaria","f"
"17391","CS17403",45,"Private",7,"D","Not-in-family","White-Collar","White",16.5,45.33,"secundaria","f"
"17392","CS17404",38,"Self-Employed",6,"M","Unmarried","Sales","White",40,47.13,"primaria","m"
"17393","CS17405",22,"Private",13,"S","Husband","White-Collar","White",40,41.55,"universitaria","f"
"17394","CS17406",37,"Private",5,"M","Own-child","Service","White",40.5,49.23,"primaria","m"
"17395","CS17407",62,"Private",6,"D","Husband","Service","White",40,32.08,"primaria","f"
"17396","CS17408",32,"Government",13,"S","Unmarried","White-Collar","White",60.5,46.99,"universitaria","f"
"17397","CS17409",36,"Private",13,"M","Not-in-family","Professional","White",4,42.14,"universitaria","f"
"17398","CS17410",43,"Private",9,"S","Wife","Blue-Collar","White",40.5,50.79,"secundaria","m"
"17399","CS17411",37,"Private",9,"M","Not-in-family","Blue-Collar","White",40.5,55.55,"secundaria","m"
"17400","CS17412",33,"Other/Unknown",13,"M","Husband","Other/Unknown","Asian-Pac-Islander",40.5,38.06,"universitaria","f"
"17401","CS17413",28,"Private",9,"S","Wife","Blue-Collar","White",55.5,49.68,"secundaria","m"
"17402","CS17414",49,"Other/Unknown",10,"W","Unmarried","Other/Unknown","White",28,36.64,"universitaria","f"
"17403","CS17415",47,"Government",9,"M","Unmarried","Service","White",7.5,47.62,"secundaria","f"
"17404","CS17416",59,"Private",9,"D","Wife","White-Collar","White",40,47.13,"secundaria","f"
"17405","CS17417",35,"Private",9,"M","Not-in-family","Blue-Collar","White",40,55.95,"secundaria","m"
"17406","CS17418",35,"Private",13,"M","Husband","Sales","White",40,55.92,"universitaria","m"
"17407","CS17419",29,"Self-Employed",13,"S","Husband","Professional","White",40,46.05,"universitaria","m"
"17408","CS17420",57,"Private",12,"D","Other-relative","Professional","Black",40.5,43.73,"universitaria","f"
"17409","CS17421",41,"Private",13,"M","Not-in-family","White-Collar","White",60.5,58.36,"universitaria","m"
"17410","CS17422",37,"Private",14,"M","Husband","Professional","White",45,54.54,"postuniversitaria","m"
"17411","CS17423",20,"Government",10,"S","Husband","Blue-Collar","White",40.5,53.92,"universitaria","m"
"17412","CS17424",44,"Private",9,"M","Own-child","Sales","White",60.5,50.75,"secundaria","m"
"17413","CS17425",20,"Government",9,"S","Husband","White-Collar","White",30.5,46.41,"secundaria","f"
"17414","CS17426",38,"Self-Employed",13,"M","Not-in-family","White-Collar","White",28,46.84,"universitaria","f"
"17415","CS17427",23,"Private",9,"M","Wife","White-Collar","White",40.5,55.14,"secundaria","m"
"17416","CS17428",24,"Private",9,"M","Other-relative","Sales","White",36,43.35,"secundaria","f"
"17417","CS17429",46,"Private",13,"M","Own-child","Sales","White",40.5,52.41,"universitaria","m"
"17418","CS17430",32,"Government",9,"M","Husband","Blue-Collar","White",40.5,56.6,"secundaria","m"
"17419","CS17431",21,"Self-Employed",9,"M","Husband","Blue-Collar","White",40.5,51.35,"secundaria","m"
"17420","CS17432",32,"Private",10,"M","Husband","Sales","White",40.5,50.11,"universitaria","m"
"17421","CS17433",41,"Private",10,"D","Husband","Sales","White",45.5,48.91,"universitaria","m"
"17422","CS17434",51,"Private",9,"M","Own-child","Blue-Collar","White",40.5,52.4,"secundaria","m"
"17423","CS17435",37.3573817486861,"Self-Employed",4,"S","Husband","Blue-Collar","White",10,44.88,"primaria","m"
"17424","CS17436",39,"Self-Employed",9,"M","Other-relative","Blue-Collar","White",50.5,53.91,"secundaria","m"
"17425","CS17437",43,"Private",10,"D","Husband","Blue-Collar","White",40,52.38,"universitaria","m"
"17426","CS17438",51,"Government",13,"M","Not-in-family","Blue-Collar","White",40.5,60.31,"universitaria","m"
"17427","CS17439",43,"Private",9,"D","Husband","Service","White",40.5,50.17,"secundaria","m"
"17428","CS17440",35,"Self-Employed",7,"D","Not-in-family","White-Collar","White",NA,43.15,"secundaria","f"
"17429","CS17441",32,"Private",9,"D","Unmarried","Blue-Collar","White",40,52.98,"secundaria","m"
"17430","CS17442",25,"Private",13,"S","Own-child","Professional","White",21.5,35.7,"universitaria","f"
"17431","CS17443",64,"Private",10,"W","Own-child","Sales","White",40,40.7,"universitaria","f"
"17432","CS17444",28,"Private",13,"M","Not-in-family","White-Collar","White",40.5,47.36,"universitaria","f"
"17433","CS17445",44,"Private",2,"M","Wife","Service","White",40,51.77,"primaria","m"
"17434","CS17446",40,"Private",13,"M","Other-relative","Service","White",40,53.26,"universitaria","m"
"17435","CS17447",21,"Private",10,"S","Husband","Blue-Collar","Asian-Pac-Islander",40,40.53,"universitaria","m"
"17436","CS17448",23,"Private",9,"S","Own-child","Blue-Collar","White",40.5,50.13,"secundaria","m"
"17437","CS17449",23,"Private",10,"S","Not-in-family","Service","White",20,42.15,"universitaria","f"
"17438","CS17450",19,"Private",9,"S","Unmarried","Service","Black",40.5,40.46,"secundaria","m"
"17439","CS17451",61,"Private",10,"M","Own-child","Service","White",25.5,56.37,"universitaria","m"
"17440","CS17452",47,"Self-Employed",4,"S","Husband","Blue-Collar","Other",40.5,34.62,"primaria","m"
"17441","CS17453",39,"Private",6,"M","Not-in-family","Blue-Collar","White",45.5,51.5,"primaria","m"
"17442","CS17454",51,"Private",9,"M","Husband","White-Collar","White",40,45.99,"secundaria","f"
"17443","CS17455",25,"Private",6,"M","Wife","White-Collar","White",40,55.88,"primaria","m"
"17444","CS17456",33,"Private",9,"M","Husband","Sales","White",45.5,51.82,"secundaria","m"
"17445","CS17457",34,"Government",10,"D","Husband","White-Collar","White",38.5,49.99,"universitaria","f"
"17446","CS17458",54,"Self-Employed",10,"M","Not-in-family","Sales","White",50.5,48.4,"universitaria","m"
"17447","CS17459",24,"Private",13,"S","Husband","Service","White",40.5,37.92,"universitaria","f"
"17448","CS17460",28,"Private",9,"S","Own-child","Blue-Collar","Other",50.5,38.38,"secundaria","m"
"17449","CS17461",33,"Private",10,"M","Own-child","Sales","White",44.5,55.24,"universitaria","m"
"17450","CS17462",63,"Other/Unknown",9,"M","Husband","Other/Unknown","White",14,48.75,"secundaria","m"
"17451","CS17463",31,"Private",9,"M","Husband","Blue-Collar","White",60.5,54.01,"secundaria","m"
"17452","CS17464",37.3573817486861,"Self-Employed",9,"M","Husband","White-Collar","White",16.5,56.81,"secundaria","m"
"17453","CS17465",43,"Private",9,"M","Husband","Blue-Collar","White",40,44.88,"secundaria","f"
"17454","CS17466",36,"Private",10,"M","Wife","White-Collar","White",12,49.38,"universitaria","f"
"17455","CS17467",50,"Government",7,"S","Wife","Blue-Collar","White",40,52.38,"secundaria","m"
"17456","CS17468",21,"Private",10,"S","Unmarried","Service","Black",30,40.56,"universitaria","f"
"17457","CS17469",31,"Private",10,"X","Not-in-family","Service","Black",40,38.32,"universitaria","f"
"17458","CS17470",19,"Other/Unknown",10,"S","Unmarried","Other/Unknown","White",30.5,33.03,"universitaria","f"
"17459","CS17471",39,"Private",10,"D","Own-child","White-Collar","White",35.5,41.65,"universitaria","f"
"17460","CS17472",29,"Private",4,"M","Unmarried","Service","White",40.5,45.41,"primaria","f"
"17461","CS17473",39,"Private",10,"D","Wife","Blue-Collar","White",40,50.54,"universitaria","m"
"17462","CS17474",17,"Private",4,"S","Not-in-family","Blue-Collar","Other",40.5,36.56,"primaria","m"
"17463","CS17475",46,"Private",10,"D","Other-relative","Sales","White",40.5,38.17,"universitaria","f"
"17464","CS17476",62,"Private",9,"M","Unmarried","Blue-Collar","White",40,57.84,"secundaria","m"
"17465","CS17477",32,"Private",6,"D","Husband","Service","Black",23,38.14,"primaria","f"
"17466","CS17478",28,"Private",9,"S","Unmarried","Service","Black",40.5,36.25,"secundaria","f"
"17467","CS17479",19,"Private",10,"S","Own-child","Sales","Black",40.5,37.69,"universitaria","f"
"17468","CS17480",61,"Government",16,"M","Other-relative","White-Collar","White",40.5,66.41,"postuniversitaria","m"
"17469","CS17481",18,"Private",10,"S","Husband","Sales","White",25.5,46.77,"universitaria","m"
"17470","CS17482",39,"Self-Employed",15,"M","Own-child","Professional","White",50,54.06,"postuniversitaria","m"
"17471","CS17483",24,"Government",13,"M","Husband","Service","White",45.5,55.43,"universitaria","m"
"17472","CS17484",38,"Private",10,"M","Husband","Blue-Collar","White",41,56.96,"universitaria","m"
"17473","CS17485",38,"Private",14,"M","Husband","Professional","Black",40,47.32,"postuniversitaria","m"
"17474","CS17486",17,"Private",6,"S","Husband","Sales","White",20.5,48.6,"primaria","m"
"17475","CS17487",28,"Private",9,"M","Own-child","Blue-Collar","White",40.5,57.76,"secundaria","m"
"17476","CS17488",52,"Private",9,"M","Husband","Sales","White",8.5,51.22,"secundaria","m"
"17477","CS17489",61,"Private",15,"M","Husband","Professional","White",20.5,54.42,"postuniversitaria","m"
"17478","CS17490",37.3573817486861,"Private",3,"M","Husband","Blue-Collar","White",40,56.08,"primaria","m"
"17479","CS17491",19,"Private",9,"S","Husband","Sales","White",25,38.72,"secundaria","f"
"17480","CS17492",26,"Private",10,"M","Own-child","White-Collar","White",40,54.84,"universitaria","m"
"17481","CS17493",34,"Self-Employed",10,"M","Husband","White-Collar","White",40,55.6,"universitaria","m"
"17482","CS17494",37.3573817486861,"Private",5,"M","Husband","Blue-Collar","White",40.5,44.19,"primaria","f"
"17483","CS17495",21,"Private",9,"S","Wife","White-Collar","White",25.5,40.39,"secundaria","f"
"17484","CS17496",43,"Private",9,"M","Not-in-family","Blue-Collar","White",44,57.17,"secundaria","m"
"17485","CS17497",52,"Private",9,"M","Husband","Blue-Collar","White",40.5,50.44,"secundaria","m"
"17486","CS17498",59,"Private",9,"M","Husband","Blue-Collar","White",40,54.66,"secundaria","m"
"17487","CS17499",21,"Private",11,"S","Husband","White-Collar","White",40.5,44.33,"universitaria","f"
"17488","CS17500",53,"Self-Employed",14,"M","Own-child","White-Collar","White",40,58.16,"postuniversitaria","m"
"17489","CS17501",55,"Government",10,"M","Husband","Service","White",40.5,55.37,"universitaria","m"
"17490","CS17502",46,"Self-Employed",14,"D","Husband","Sales","White",60,47.85,"postuniversitaria","m"
"17491","CS17503",36,"Private",9,"X","Not-in-family","White-Collar","White",37.5,44.09,"secundaria","f"
"17492","CS17504",39,"Private",9,"S","Unmarried","Blue-Collar","White",48.5,53.61,"secundaria","m"
"17493","CS17505",37.3573817486861,"Other/Unknown",13,"M","Own-child","Other/Unknown","White",3.5,49.19,"universitaria","m"
"17494","CS17506",30,"Private",9,"S","Husband","Professional","White",30.5,38.41,"secundaria","f"
"17495","CS17507",22,"Private",10,"S","Own-child","Sales","White",16.5,38.05,"universitaria","f"
"17496","CS17508",43,"Private",13,"M","Own-child","White-Collar","White",40,56.22,"universitaria","m"
"17497","CS17509",36,"Private",9,"D","Husband","Blue-Collar","White",56,53.2,"secundaria","m"
"17498","CS17510",36,"Private",13,"M","Not-in-family","Blue-Collar","White",40.5,54.09,"universitaria","m"
"17499","CS17511",50,"Private",9,"D","Own-child","Blue-Collar","White",40.5,42.48,"secundaria","f"
"17500","CS17512",27,"Government",13,"S","Unmarried","Service","White",35.5,45.09,"universitaria","f"
"17501","CS17513",46,"Government",9,"M","Not-in-family","White-Collar","White",40,59.82,"secundaria","m"
"17502","CS17514",24,"Private",13,"S","Husband","Professional","White",20,50.4,"universitaria","m"
"17503","CS17515",41,"Private",9,"D","Own-child","Blue-Collar","White",40,53.21,"secundaria","m"
"17504","CS17516",37.3573817486861,"Private",9,"M","Not-in-family","White-Collar","White",24,56.47,"secundaria","m"
"17505","CS17517",38,"Government",10,"M","Husband","White-Collar","White",40,62.91,"universitaria","m"
"17506","CS17518",47,"Private",9,"M","Husband","Sales","White",40.5,51.37,"secundaria","m"
"17507","CS17519",41,"Private",10,"S","Husband","Service","Black",20,41.35,"universitaria","m"
"17508","CS17520",31,"Self-Employed",16,"S","Not-in-family","Professional","White",48.5,39.63,"postuniversitaria","f"
"17509","CS17521",29,"Private",10,"M","Own-child","Blue-Collar","White",42,53.98,"universitaria","m"
"17510","CS17522",26,"Private",9,"S","Husband","Blue-Collar","White",40.5,39.46,"secundaria","f"
"17511","CS17523",51,"Private",10,"W","Own-child","Blue-Collar","White",36,42.79,"universitaria","f"
"17512","CS17524",26,"Government",13,"S","Unmarried","Service","Other",60.5,40.62,"universitaria","m"
"17513","CS17525",27,"Government",13,"S","Not-in-family","Professional","White",60.5,42.6,"universitaria","f"
"17514","CS17526",36,"Private",9,"M","Not-in-family","Service","White",50,54.52,"secundaria","m"
"17515","CS17527",28,"Government",13,"S","Husband","Professional","White",40.5,46.32,"universitaria","f"
"17516","CS17528",53,"Private",13,"D","Not-in-family","Service","White",40.5,40.09,"universitaria","f"
"17517","CS17529",40,"Government",13,"D","Not-in-family","Professional","White",40.5,57.12,"universitaria","m"
"17518","CS17530",38,"Private",9,"D","Not-in-family","Service","White",20.5,38.82,"secundaria","f"
"17519","CS17531",21,"Other/Unknown",4,"S","Not-in-family","Other/Unknown","White",40.5,43.55,"primaria","m"
"17520","CS17532",53,"Private",6,"M","Own-child","Service","White",34.5,51.27,"primaria","m"
"17521","CS17533",34,"Government",9,"M","Husband","Blue-Collar","White",40,61.87,"secundaria","m"
"17522","CS17534",43,"Private",9,"D","Husband","Blue-Collar","White",60.5,49.66,"secundaria","m"
"17523","CS17535",64,"Private",6,"M","Not-in-family","White-Collar","White",40.5,59.7,"primaria","m"
"17524","CS17536",21,"Private",10,"S","Husband","White-Collar","White",40,44.37,"universitaria","f"
"17525","CS17537",25,"Other/Unknown",13,"S","Own-child","Other/Unknown","White",13.5,45.8,"universitaria","m"
"17526","CS17538",38,"Government",15,"S","Not-in-family","Professional","Asian-Pac-Islander",57.5,45.3,"postuniversitaria","f"
"17527","CS17539",47,"Government",14,"D","Not-in-family","Service","Black",50.5,45.16,"postuniversitaria","m"
"17528","CS17540",48,"Private",16,"M","Not-in-family","Professional","Asian-Pac-Islander",40.5,45.89,"postuniversitaria","m"
"17529","CS17541",57,"Private",9,"M","Husband","Blue-Collar","White",50.5,55.08,"secundaria","m"
"17530","CS17542",37,"Private",13,"S","Husband","White-Collar","White",35,45.13,"universitaria","f"
"17531","CS17543",37,"Private",7,"D","Not-in-family","Blue-Collar","White",40,54.63,"secundaria","m"
"17532","CS17544",51,"Self-Employed",9,"M","Not-in-family","Blue-Collar","White",55,49.12,"secundaria","m"
"17533","CS17545",32,"Private",12,"S","Husband","White-Collar","White",40.5,46.15,"universitaria","f"
"17534","CS17546",49,"Private",9,"M","Not-in-family","Blue-Collar","White",40.5,55.87,"secundaria","m"
"17535","CS17547",52,"Private",9,"M","Husband","Sales","White",14,52.47,"secundaria","m"
"17536","CS17548",64,"Government",12,"M","Husband","White-Collar","White",45.5,61.36,"universitaria","m"
"17537","CS17549",46,"Private",9,"D","Husband","White-Collar","White",45.5,42.79,"secundaria","f"
"17538","CS17550",24,"Government",10,"M","Unmarried","Professional","White",40,55,"universitaria","m"
"17539","CS17551",39,"Private",13,"M","Husband","White-Collar","White",45.5,63.4,"universitaria","m"
"17540","CS17552",23,"Private",9,"M","Husband","Blue-Collar","White",40.5,48.06,"secundaria","f"
"17541","CS17553",30,"Private",10,"S","Wife","Blue-Collar","White",44.5,51.06,"universitaria","m"
"17542","CS17554",34,"Private",14,"D","Not-in-family","Professional","White",60.5,45.46,"postuniversitaria","f"
"17543","CS17555",30,"Private",10,"M","Own-child","White-Collar","White",40,54.02,"universitaria","m"
"17544","CS17556",25,"Private",13,"S","Husband","Sales","Black",40.5,41,"universitaria","f"
"17545","CS17557",58,"Government",13,"M","Not-in-family","Professional","Black",40,50.12,"universitaria","m"
"17546","CS17558",32,"Private",10,"M","Husband","White-Collar","White",50.5,61.61,"universitaria","m"
"17547","CS17559",37,"Private",9,"X","Husband","Service","Black",25.5,39.66,"secundaria","f"
"17548","CS17560",35,"Private",9,"X","Unmarried","Service","Black",40,34.49,"secundaria","f"
"17549","CS17561",18,"Private",3,"S","Not-in-family","Blue-Collar","White",30,50.5,"primaria","m"
"17550","CS17562",46,"Private",13,"D","Other-relative","Professional","White",40,38.4,"universitaria","f"
"17551","CS17563",37.3573817486861,"Private",13,"S","Unmarried","Blue-Collar","White",45,57.46,"universitaria","m"
"17552","CS17564",44,"Private",6,"D","Not-in-family","White-Collar","White",40.5,39.77,"primaria","f"
"17553","CS17565",45,"Private",6,"D","Unmarried","Sales","White",40.5,36.05,"primaria","f"
"17554","CS17566",40,"Private",8,"M","Not-in-family","Professional","White",40,53.19,"secundaria","m"
"17555","CS17567",38,"Private",13,"M","Husband","Professional","White",50.5,53.29,"universitaria","m"
"17556","CS17568",52,"Private",9,"M","Husband","Blue-Collar","Asian-Pac-Islander",40.5,44.8,"secundaria","f"
"17557","CS17569",47,"Private",9,"M","Wife","Blue-Collar","White",40.5,52.85,"secundaria","m"
"17558","CS17570",49,"Private",13,"D","Husband","Service","White",35,37.61,"universitaria","f"
"17559","CS17571",59,"Government",9,"M","Unmarried","Sales","White",40.5,58.05,"secundaria","m"
"17560","CS17572",22,"Private",11,"S","Husband","White-Collar","White",37.5,42.29,"universitaria","f"
"17561","CS17573",44,"Government",10,"M","Own-child","White-Collar","White",40,60.94,"universitaria","m"
"17562","CS17574",37.3573817486861,"Private",13,"W","Husband","Professional","White",20.5,43.1,"universitaria","f"
"17563","CS17575",50,"Government",6,"S","Not-in-family","Service","White",40.5,49.29,"primaria","m"
"17564","CS17576",33,"Government",10,"M","Not-in-family","Service","White",40,55.77,"universitaria","m"
"17565","CS17577",43,"Private",9,"M","Husband","Blue-Collar","White",48.5,52.96,"secundaria","m"
"17566","CS17578",27,"Private",9,"M","Husband","White-Collar","White",40,49.68,"secundaria","f"
"17567","CS17579",37,"Self-Employed",9,"M","Wife","Blue-Collar","White",40.5,53.04,"secundaria","m"
"17568","CS17580",40,"Private",7,"M","Husband","Blue-Collar","White",55.5,55.12,"secundaria","m"
"17569","CS17581",49,"Self-Employed",10,"D","Husband","White-Collar","Amer-Indian-Eskimo",40.5,41.43,"universitaria","f"
"17570","CS17582",48,"Self-Employed",10,"S","Not-in-family","Blue-Collar","White",45,51.51,"universitaria","m"
"17571","CS17583",49,"Private",9,"X","Not-in-family","Professional","White",40.5,38.45,"secundaria","f"
"17572","CS17584",22,"Private",10,"M","Unmarried","Service","White",40.5,51.22,"universitaria","m"
"17573","CS17585",42,"Private",9,"D","Husband","White-Collar","White",40,44.66,"secundaria","f"
"17574","CS17586",36,"Private",10,"D","Not-in-family","Professional","White",40.5,42.12,"universitaria","f"
"17575","CS17587",57,"Other/Unknown",10,"M","Not-in-family","Other/Unknown","White",50.5,50.89,"universitaria","m"
"17576","CS17588",30,"Government",9,"S","Husband","Service","Black",40.5,42.2,"secundaria","f"
"17577","CS17589",40,"Government",9,"S","Not-in-family","Blue-Collar","Amer-Indian-Eskimo",40.5,44.81,"secundaria","m"
"17578","CS17590",42,"Private",9,"M","Other-relative","Blue-Collar","White",45.5,54.25,"secundaria","m"
"17579","CS17591",56,"Private",9,"M","Husband","Blue-Collar","White",40,54.49,"secundaria","m"
"17580","CS17592",55,"Private",10,"D","Husband","Professional","White",40,39.67,"universitaria","f"
"17581","CS17593",25,"Private",9,"M","Not-in-family","Service","White",40,50.13,"secundaria","m"
"17582","CS17594",52,"Other/Unknown",9,"M","Husband","Other/Unknown","White",40,49.15,"secundaria","m"
"17583","CS17595",33,"Private",10,"S","Husband","White-Collar","Asian-Pac-Islander",35.5,36.85,"universitaria","f"
"17584","CS17596",55,"Private",9,"M","Unmarried","Sales","White",40,53.25,"secundaria","m"
"17585","CS17597",47,"Private",13,"M","Husband","Sales","White",60,52.27,"universitaria","m"
"17586","CS17598",23,"Private",12,"S","Husband","Sales","White",65.5,39.09,"universitaria","f"
"17587","CS17599",55,"Self-Employed",13,"D","Own-child","Sales","White",50.5,38.16,"universitaria","f"
"17588","CS17600",43,"Private",9,"S","Not-in-family","White-Collar","White",50,49.54,"secundaria","f"
"17589","CS17601",31,"Private",11,"M","Not-in-family","Sales","White",50.5,53.59,"universitaria","m"
"17590","CS17602",62,"Government",12,"W","Husband","Professional","White",40,47.19,"universitaria","f"
"17591","CS17603",42,"Government",9,"M","Not-in-family","White-Collar","White",8,63.18,"secundaria","m"
"17592","CS17604",38,"Self-Employed",9,"M","Husband","Blue-Collar","White",40,53.16,"secundaria","m"
"17593","CS17605",29,"Private",9,"S","Husband","Service","White",42.5,47.11,"secundaria","m"
"17594","CS17606",26,"Private",10,"S","Not-in-family","Service","White",60,47.56,"universitaria","m"
"17595","CS17607",26,"Private",9,"M","Not-in-family","White-Collar","White",52,45.25,"secundaria","f"
"17596","CS17608",37,"Self-Employed",9,"M","Wife","Blue-Collar","White",72.5,52.05,"secundaria","m"
"17597","CS17609",37.3573817486861,"Self-Employed",8,"W","Husband","Sales","White",45.5,47.91,"secundaria","m"
"17598","CS17610",61,"Private",4,"S","Not-in-family","Service","White",48.5,43.6,"primaria","m"
"17599","CS17611",28,"Self-Employed",4,"S","Not-in-family","Service","White",NA,39.02,"primaria","f"
"17600","CS17612",60,"Self-Employed",13,"M","Other-relative","White-Collar","White",60,57.07,"universitaria","m"
"17601","CS17613",51,"Self-Employed",9,"D","Husband","Service","White",NA,46.74,"secundaria","m"
"17602","CS17614",34,"Private",9,"M","Not-in-family","Blue-Collar","White",43.5,52.99,"secundaria","m"
"17603","CS17615",35,"Private",9,"D","Husband","Blue-Collar","White",40,53.27,"secundaria","m"
"17604","CS17616",27,"Government",6,"M","Own-child","Blue-Collar","White",60.5,55.14,"primaria","m"
"17605","CS17617",44,"Private",9,"D","Husband","Service","White",40.5,40.23,"secundaria","f"
"17606","CS17618",25,"Private",9,"X","Unmarried","Service","White",20.5,35.95,"secundaria","f"
"17607","CS17619",32,"Private",4,"D","Unmarried","Service","White",40,38.64,"primaria","f"
"17608","CS17620",36,"Private",10,"M","Unmarried","Professional","White",20,53.22,"universitaria","m"
"17609","CS17621",27,"Private",14,"S","Husband","Blue-Collar","White",30.5,51.74,"postuniversitaria","m"
"17610","CS17622",40,"Private",16,"M","Unmarried","Professional","White",60,55.23,"postuniversitaria","m"
