"CS_ID";"age";"workclass";"fnlwgt";"education_num";"marital_status";"relationship";"occupation";"race";"sex";"capital_gain";"capital_loss";"hours_per_week";"income"
"CS19384";44;" Government";98361;11;" Single";"Own-child";" Blue-Collar";" White";" Male";0;0;"44,5 h";"53,95 Milers d'euros"
"CS19385";40;" Self-Employed";124924;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"30,5 h";"52,53 Milers d'euros"
"CS19386";58;" Self-Employed";111971;14;" Married";"Husband";" White-Collar";" White";" Male";0;0;"50,5 h";"57,63 Milers d'euros"
"CS19387";38;" Private";130714;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"55,37 Milers d'euros"
"CS19388";62;" Private";208358;5;" Single";"Husband";" Service";" Black";" Female";0;0;"22,5 h";"37,29 Milers d'euros"
"CS19389";31;" Private";147627;11;" Married";"Not-in-family";" Blue-Collar";" White";" Male";1055;0;"38,5 h";"57,8 Milers d'euros"
"CS19390";31;" Private";149507;7;" Married";"Husband";" Blue-Collar";" White";" Male";3464;0;"40 h";"55,39 Milers d'euros"
"CS19391";30;" Private";164870;9;" Single";"Husband";" White-Collar";" White";" Male";0;0;"45 h";"54,79 Milers d'euros"
"CS19392";37;" Private";236861;9;" Divorced";"Not-in-family";" White-Collar";" White";" Female";0;1876;"40,5 h";"43,35 Milers d'euros"
"CS19393";38;" Government";220314;9;" Single";"Unmarried";" Blue-Collar";" White";" Male";0;0;"40,5 h";"54,67 Milers d'euros"
"CS19394";58;" Government";329980;8;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;1876;"40,5 h";"60,9 Milers d'euros"
"CS19395";30;" Private";318537;13;" Married";"Husband";" White-Collar";" White";" Male";0;0;"50 h";"58,75 Milers d'euros"
"CS19396";28;" Private";183284;11;" Single";"Husband";" Professional";" White";" Female";0;0;"40,5 h";"40,22 Milers d'euros"
"CS19397";46;" Private";334368;10;" Divorced";"Not-in-family";" White-Collar";" White";" Female";4650;0;"70,5 h";"49,77 Milers d'euros"
"CS19398";34;" Private";109227;13;" Single";"Unmarried";" Service";" White";" Female";0;0;"40 h";"41,19 Milers d'euros"
"CS19399";39;" Self-Employed";118551;10;" Divorced";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"99 h";"52,6 Milers d'euros"
"CS19400";61;" Self-Employed";163057;10;" Widowed";"Not-in-family";" Sales";" White";" Female";0;0;"20 h";"40,52 Milers d'euros"
"CS19401";30;" Self-Employed";253101;11;" Divorced";"Not-in-family";" Blue-Collar";" White";" Female";0;0;"40 h";"37,72 Milers d'euros"
"CS19402";31;" Private";20098;9;" Separated";"Not-in-family";" Service";" White";" Female";0;0;"40 h";"39,53 Milers d'euros"
"CS19403";21;" Private";196227;9;" Single";"Not-in-family";" White-Collar";" White";" Male";0;0;"40,5 h";"51510 euros"
"CS19404";50;" Private";175374;9;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"58,5 h";"56,73 Milers d'euros"
"CS19405";47;" Private";234037;9;" Single";"Husband";" White-Collar";" White";" Male";0;0;"33,5 h";"50,25 Milers d'euros"
"CS19406";20;" Private";341762;9;" Single";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40 h";"48,39 Milers d'euros"
"CS19407";23;" Private";174714;13;" Single";"Own-child";" Service";" White";" Female";0;0;"30,5 h";"40,75 Milers d'euros"
"CS19408";46;" Private";222835;2;" Separated";"Own-child";" Service";" White";" Female";0;0;"40,5 h";"33,28 Milers d'euros"
"CS19409";20;" Private";251786;9;" Single";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"45,5 h";"48,18 Milers d'euros"
"CS19410";33;" Private";164219;13;" Married";"Own-child";" Sales";" White";" Male";0;0;"50 h";"54,28 Milers d'euros"
"CS19411";30;" Private";251120;10;" Single";"Husband";" White-Collar";" White";" Female";7688;0;"30,5 h";"41,81 Milers d'euros"
"CS19412";43;" Government";236993;10;" Divorced";"Unmarried";" Service";" White";" Female";0;0;"40 h";"41,64 Milers d'euros"
"CS19413";23;" Private";105896;10;" Single";"Unmarried";" Blue-Collar";" White";" Male";0;0;"60 h";"49,51 Milers d'euros"
"CS19414";34;" Private";211527;13;" Married";"Own-child";" White-Collar";" White";" Male";0;0;"50 h";"57,58 Milers d'euros"
"CS19415";25;" Private";317809;10;" Single";"Husband";" White-Collar";" White";" Male";0;0;"40 h";"54,96 Milers d'euros"
"CS19416";50;" Private";185287;9;" Married";"Not-in-family";" Professional";" White";" Female";0;0;"40,5 h";"42,88 Milers d'euros"
"CS19417";44;" Private";31014;14;" Married";"Wife";" White-Collar";" White";" Female";0;0;"24,5 h";"49,87 Milers d'euros"
"CS19418";26;" Private";151985;10;" Divorced";"Wife";" Professional";" White";" Female";0;0;"40,5 h";"37,6 Milers d'euros"
"CS19419";35;" Private";89389;16;" Single";"Not-in-family";" Professional";" White";" Female";0;0;"80 h";"42,6 Milers d'euros"
"CS19420";48;" Self-Employed";406051;9;" Divorced";"Not-in-family";" Professional";" White";" Male";0;0;"15 h";"46,99 Milers d'euros"
"CS19421";26;" Private";171986;9;" Single";"Not-in-family";" Blue-Collar";" Black";" Male";0;0;"40,5 h";"43,03 Milers d'euros"
"CS19422";41;" Government";167848;14;" Divorced";"Not-in-family";" Professional";" White";" Female";0;0;"40,5 h";"43,99 Milers d'euros"
"CS19423";25;" Private";213019;13;" Single";"Unmarried";" Service";" White";" Male";0;0;"40,5 h";"49,05 Milers d'euros"
"CS19424";33;" Private";211424;11;" Single";"Own-child";" Professional";" White";" Female";0;0;"55 h";"41,57 Milers d'euros"
"CS19425";24;" Private";168981;13;" Married";"Unmarried";" White-Collar";" White";" Female";0;0;"40,5 h";"47,92 Milers d'euros"
"CS19426";31;" Private";122348;13;" Married";"Wife";" White-Collar";" White";" Female";0;0;"40,5 h";"48,99 Milers d'euros"
"CS19427";24;" Government";139753;12;" Single";"Not-in-family";" Professional";" White";" Female";0;0;"2 h";"43,9 Milers d'euros"
"CS19428";41;" Private";176178;5;" Single";"Own-child";" Service";" White";" Female";0;0;"40,5 h";"39,65 Milers d'euros"
"CS19429";38;" Government";145220;10;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"45,5 h";"59,47 Milers d'euros"
"CS19430";19;" Private";188612;9;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"47,95 Milers d'euros"
"CS19431";19;" Private";445728;9;" Single";"Not-in-family";" White-Collar";" White";" Male";0;0;"40 h";"54,26 Milers d'euros"
"CS19432";24;" Private";318002;9;" Single";"Own-child";" Service";" White";" Male";0;0;"40,5 h";"50,5 Milers d'euros"
"CS19433";59;" Other/Unknown";235722;13;" Married";"Not-in-family";" Other/Unknown";" White";" Male";0;0;"40,5 h";"51,01 Milers d'euros"
"CS19434";67;" Private";367984;14;" Married";"Husband";" White-Collar";" White";" Male";0;0;"55 h";"58,12 Milers d'euros"
"CS19435";49;" Private";212705;6;" Divorced";"Not-in-family";" Blue-Collar";" Black";" Male";0;0;"40 h";"40,8 Milers d'euros"
"CS19436";35;" Private";411273;11;" Married";"Not-in-family";" Service";" White";" Male";0;0;"40,5 h";"51,03 Milers d'euros"
"CS19437";44;" Private";103986;10;" Married";"Husband";" White-Collar";" White";" Male";0;0;"45 h";"58,03 Milers d'euros"
"CS19438";58;" Other/Unknown";203761;10;" Married";"Husband";" Other/Unknown";" White";" Male";0;0;"40 h";"50,37 Milers d'euros"
"CS19439";22;" Private";266792;12;" Single";"Husband";" Service";" White";" Male";99999;0;"60,5 h";"49,67 Milers d'euros"
"CS19440";21;" Government";116800;10;" Single";"Own-child";" White-Collar";" White";" Male";0;0;"10,5 h";"55,66 Milers d'euros"
"CS19441";50;" Private";99199;10;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"50,5 h";"54850 euros"
"CS19442";44;" Government";162327;12;" Married";"Husband";" Professional";" White";" Male";0;0;"48 h";"55,81 Milers d'euros"
"CS19443";36;" Government";100479;10;" Married";"Husband";" White-Collar";" Amer-Indian-Eskimo";" Male";0;0;"40,5 h";"53,19 Milers d'euros"
"CS19444";30;" Government";32587;10;" Married";"Husband";" White-Collar";" White";" Male";0;0;"48 h";"62,15 Milers d'euros"
"CS19445";52;" Private";321990;9;" Married";"Husband";" Sales";" White";" Male";7298;0;"40,5 h";"49,65 Milers d'euros"
"CS19446";35;" Self-Employed";108914;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"90 h";"53,81 Milers d'euros"
"CS19447";48;" Government";61343;11;" Single";"Husband";" Service";" White";" Male";0;0;"48 h";"53,19 Milers d'euros"
"CS19448";23;" Private";81154;9;" Married";"Unmarried";" Sales";" White";" Male";0;0;"40 h";"53,65 Milers d'euros"
"CS19449";37;" Private";162945;14;" Single";"Husband";" Sales";" White";" Male";0;2377;"50 h";"47,05 Milers d'euros"
"CS19450";44;" Self-Employed";225504;14;" Married";"Not-in-family";" Professional";" White";" Male";0;0;"55,5 h";"49,02 Milers d'euros"
"CS19451";44;" Private";191712;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;2415;"50 h";"55,39 Milers d'euros"
"CS19452";36;" Private";176063;13;" Divorced";"Husband";" Professional";" White";" Male";0;0;"40,5 h";"53,02 Milers d'euros"
"CS19453";26;" Government";198587;10;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"12 h";"60,12 Milers d'euros"
"CS19454";31;" Self-Employed";34965;13;" Single";"Husband";" Professional";" White";" Male";0;0;"45,5 h";"44,73 Milers d'euros"
"CS19455";23;" Other/Unknown";467108;9;" Single";"Not-in-family";" Other/Unknown";" Black";" Male";0;0;"12,5 h";"37,35 Milers d'euros"
"CS19456";29;" Private";263899;9;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"50,5 h";"61,7 Milers d'euros"
"CS19457";53;" Private";204984;9;" Widowed";"Husband";" Blue-Collar";" Black";" Female";0;0;"40,5 h";"39,59 Milers d'euros"
"CS19458";52;" Private";217568;11;" Married";"Unmarried";" White-Collar";" White";" Male";0;0;"40 h";"59,29 Milers d'euros"
"CS19459";55;" Private";48343;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,35 Milers d'euros"
"CS19460";31;" Private";193130;6;" Married";"Husband";" Sales";" White";" Male";0;1887;"40,5 h";"48180 euros"
"CS19461";19;" Other/Unknown";253354;9;" Single";"Husband";" Other/Unknown";" White";" Female";0;0;"16 h";"36,99 Milers d'euros"
"CS19462";64;" Other/Unknown";258026;9;" Widowed";"Not-in-family";" Other/Unknown";" White";" Female";0;0;"30 h";"35,29 Milers d'euros"
"CS19463";55;" Private";211360;9;" Married";"Not-in-family";" Sales";" White";" Male";0;0;"40 h";"49,21 Milers d'euros"
"CS19464";48;" Private";191367;14;" Married";"Husband";" Professional";" White";" Male";0;0;"55,5 h";"53,89 Milers d'euros"
"CS19465";20;" Private";148995;9;" Single";"Husband";" Blue-Collar";" White";" Female";0;0;"40 h";"38,53 Milers d'euros"
"CS19466";50;" Government";123901;9;" Married";"Own-child";" White-Collar";" White";" Female";0;0;"30,5 h";"53,54 Milers d'euros"
"CS19467";45;" Self-Employed";117496;13;" Married";"Wife";" White-Collar";" White";" Male";7298;0;"51 h";"52,06 Milers d'euros"
"CS19468";17;" Private";32356;6;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"10 h";"49930 euros"
"CS19469";38;" Private";206506;9;" Divorced";"Other-relative";" Service";" White";" Female";0;0;"25,5 h";"41,11 Milers d'euros"
"CS19470";43;" Private";218729;9;" Divorced";"Not-in-family";" White-Collar";" White";" Female";0;0;"40 h";"47,39 Milers d'euros"
"CS19471";22;" Private";52498;9;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"30,5 h";"52,01 Milers d'euros"
"CS19472";63;" Private";136767;9;" Divorced";"Husband";" Blue-Collar";" White";" Female";0;0;"40,5 h";"46,53 Milers d'euros"
"CS19473";36;" Private";219540;13;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"45 h";"61,52 Milers d'euros"
"CS19474";56;" Private";114059;13;" Married";"Husband";" Professional";" White";" Male";0;0;"50 h";"57,5 Milers d'euros"
"CS19475";43;" Government";247337;15;" Married";"Husband";" Professional";" Black";" Male";0;0;"40 h";"52640 euros"
"CS19476";41;" Private";310969;13;" Married";"Husband";" Service";" White";" Male";0;0;"45,5 h";"50,32 Milers d'euros"
"CS19477";41;" Private";171546;9;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"40,5 h";"43,5 Milers d'euros"
"CS19478";36;" Private";217455;13;" Divorced";"Unmarried";" Professional";" White";" Male";0;0;"45 h";"51,94 Milers d'euros"
"CS19479";59;" Private";410489;16;" Married";"Not-in-family";" Professional";" White";" Male";0;0;"50 h";"59,27 Milers d'euros"
"CS19480";46;" Government";146391;12;" Married";"Husband";" White-Collar";" White";" Male";0;0;"44 h";"62,44 Milers d'euros"
"CS19481";23;" Private";165484;13;" Single";"Husband";" Professional";" White";" Female";0;0;"36 h";"40,29 Milers d'euros"
"CS19482";46;" Self-Employed";184271;10;" Separated";"Not-in-family";" Professional";" White";" Male";0;0;"20,5 h";"45,02 Milers d'euros"
"CS19483";53;" Private";231347;13;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"40,5 h";"60,47 Milers d'euros"
"CS19484";47;" Private";95469;9;" Single";"Husband";" Blue-Collar";" Amer-Indian-Eskimo";" Male";0;1902;"56,5 h";"42,78 Milers d'euros"
"CS19485";46;" Government";244025;14;" Single";"Unmarried";" Professional";" White";" Female";0;0;"40,5 h";"44,19 Milers d'euros"
"CS19486";47;" Private";46537;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"56 h";"55,4 Milers d'euros"
"CS19487";29;" Private";205730;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"30,5 h";"60,03 Milers d'euros"
"CS19488";32;" Private";383745;11;" Divorced";"Husband";" White-Collar";" White";" Female";0;1887;"40,5 h";"44,57 Milers d'euros"
"CS19489";76;" Private";328199;9;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"40,5 h";"55,16 Milers d'euros"
"CS19490";63;" Private";84553;13;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"49,5 h";"57,21 Milers d'euros"
"CS19491";23;" Private";221072;11;" Single";"Husband";" Professional";" Asian-Pac-Islander";" Male";0;0;"40 h";"38,86 Milers d'euros"
"CS19492";76;" Other/Unknown";123983;13;" Married";"Own-child";" Other/Unknown";" White";" Male";0;0;"30,5 h";"50,57 Milers d'euros"
"CS19493";23;" Private";191024;11;" Single";"Husband";" White-Collar";" White";" Female";0;0;"40,5 h";"41,89 Milers d'euros"
"CS19494";44;" Private";167868;10;" Married";"Not-in-family";" White-Collar";" Other";" Female";0;0;"30 h";"36,07 Milers d'euros"
"CS19495";76;" Self-Employed";225879;6;" Married";"Wife";" White-Collar";" White";" Female";0;0;"28 h";"47,24 Milers d'euros"
"CS19496";17;" Private";247232;6;" Single";"Wife";" Service";" Black";" Female";2936;0;"12,5 h";"37,95 Milers d'euros"
"CS19497";56;" Private";143791;11;" Married";"Own-child";" Service";" White";" Male";0;0;"40 h";"54,84 Milers d'euros"
"CS19498";58;" Government";177271;6;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"59,81 Milers d'euros"
"CS19499";45;" Private";129786;13;" Married";"Husband";" White-Collar";" White";" Male";0;0;"45 h";"57,89 Milers d'euros"
"CS19500";25;" Private";31339;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"53,68 Milers d'euros"
"CS19501";36;" Private";236267;13;" Married";"Husband";" Professional";" Asian-Pac-Islander";" Female";0;0;"35,5 h";"39,81 Milers d'euros"
"CS19502";32;" Private";130620;11;" Married";"Wife";" Service";" White";" Female";0;0;"24 h";"45,56 Milers d'euros"
"CS19503";25;" Private";208180;9;" Single";"Wife";" Service";" White";" Male";0;0;"30 h";"50,76 Milers d'euros"
"CS19504";29;" Government";292058;10;" Married";"Other-relative";" White-Collar";" White";" Male";0;0;"40,5 h";"59460 euros"
"CS19505";23;" Private";142712;9;" Single";"Husband";" White-Collar";" White";" Male";0;0;"60,5 h";"53,82 Milers d'euros"
"CS19506";41;" Private";119665;14;" Married";"Not-in-family";" Professional";" White";" Male";0;0;"55 h";"53,5 Milers d'euros"
"CS19507";48;" Government";116825;13;" Married";"Husband";" White-Collar";" Black";" Male";0;0;"40,5 h";"51,63 Milers d'euros"
"CS19508";29;" Private";201177;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"60,5 h";"55,43 Milers d'euros"
"CS19509";27;" Other/Unknown";118337;14;" Single";"Husband";" Other/Unknown";" Asian-Pac-Islander";" Male";0;0;"20 h";"34,88 Milers d'euros"
"CS19510";55;" Private";173800;10;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,27 Milers d'euros"
"CS19511";30;" Private";289257;7;" Married";"Husband";" Blue-Collar";" Asian-Pac-Islander";" Male";0;0;"40,5 h";"44,24 Milers d'euros"
"CS19512";45;" Private";190912;10;" Widowed";"Husband";" Service";" Black";" Female";0;1651;"40 h";"40,51 Milers d'euros"
"CS19513";50;" Private";140581;9;" Divorced";"Unmarried";" Blue-Collar";" White";" Male";0;0;"40 h";"53,03 Milers d'euros"
"CS19514";22;" Private";174102;9;" Single";"Own-child";" Blue-Collar";" White";" Male";0;0;"50 h";"53,53 Milers d'euros"
"CS19515";80;" Government";316509;9;" Widowed";"Not-in-family";" Service";" Amer-Indian-Eskimo";" Female";0;0;"32 h";"39,88 Milers d'euros"
"CS19516";30;" Private";20101;9;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"44,5 h";"53,37 Milers d'euros"
"CS19517";20;" Private";187279;10;" Single";"Husband";" Sales";" White";" Female";0;0;"20 h";"37,14 Milers d'euros"
"CS19518";29;" Self-Employed";259496;9;" Married";"Own-child";" Sales";" White";" Male";0;0;"35,5 h";"51,18 Milers d'euros"
"CS19519";56;" Private";181466;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"54,01 Milers d'euros"
"CS19520";63;" Private";178202;13;" Married";"Husband";" White-Collar";" White";" Male";0;0;"40 h";"60,06 Milers d'euros"
"CS19521";20;" Private";188976;9;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"48,54 Milers d'euros"
"CS19522";38;" Government";203027;9;" Married";"Own-child";" White-Collar";" Black";" Female";0;0;"40,5 h";"53,04 Milers d'euros"
"CS19523";31;" Private";142022;9;" Married";"Wife";" Blue-Collar";" White";" Male";0;0;"40,5 h";"53,71 Milers d'euros"
"CS19524";21;" Private";119033;10;" Single";"Husband";" Sales";" White";" Male";0;0;"35,5 h";"47,71 Milers d'euros"
"CS19525";47;" Private";216181;6;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"46 h";"58,7 Milers d'euros"
"CS19526";25;" Government";178341;13;" Single";"Husband";" Service";" Asian-Pac-Islander";" Female";0;0;"40 h";"41,94 Milers d'euros"
"CS19527";31;" Private";244408;10;" Separated";"Unmarried";" White-Collar";" Black";" Female";0;0;"38,5 h";"40,73 Milers d'euros"
"CS19528";28;" Private";198953;9;" Single";"Unmarried";" White-Collar";" White";" Female";0;0;"40 h";"44,15 Milers d'euros"
"CS19529";38;" Private";173110;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"99,5 h";"56,61 Milers d'euros"
"CS19530";30;" Government";66326;13;" Married";"Husband";" Service";" White";" Male";0;0;"40,5 h";"56,8 Milers d'euros"
"CS19531";39;" Self-Employed";181091;9;" Married";"Husband";" White-Collar";" White";" Male";0;0;"40 h";"51,97 Milers d'euros"
"CS19532";27;" Private";135500;13;" Single";"Husband";" Professional";" White";" Female";0;1977;"36,5 h";"35,93 Milers d'euros"
"CS19533";26;" Private";133929;10;" Single";"Unmarried";" White-Collar";" White";" Female";0;0;"40,5 h";"40,08 Milers d'euros"
"CS19534";47;" Private";86483;9;" Single";"Not-in-family";" White-Collar";" White";" Female";0;0;"40,5 h";"44,86 Milers d'euros"
"CS19535";27;" Self-Employed";167787;9;" Single";"Other-relative";" Blue-Collar";" White";" Male";0;0;"50,5 h";"49,12 Milers d'euros"
"CS19536";43;" Private";208577;10;" Married";"Not-in-family";" Service";" Other";" Male";0;2258;"32 h";"40,42 Milers d'euros"
"CS19537";32;" Government";216697;13;" Single";"Husband";" Professional";" White";" Male";0;0;"55 h";"52,13 Milers d'euros"
"CS19538";20;" Private";118457;10;" Single";"Not-in-family";" Sales";" Asian-Pac-Islander";" Male";0;0;"30 h";"37,56 Milers d'euros"
"CS19539";21;" Government";298635;8;" Single";"Own-child";" Blue-Collar";" Black";" Female";0;0;"20 h";"41,44 Milers d'euros"
"CS19540";32;" Private";212780;11;" Single";"Unmarried";" Professional";" White";" Male";0;0;"40,5 h";"48,9 Milers d'euros"
"CS19541";37;" Private";159187;11;" Divorced";"Not-in-family";" Blue-Collar";" Black";" Male";0;0;"48,5 h";"39,44 Milers d'euros"
"CS19542";45;" Private";237995;9;" Married";"Not-in-family";" Blue-Collar";" Asian-Pac-Islander";" Male";0;0;"40 h";"48,95 Milers d'euros"
"CS19543";37;" Self-Employed";160724;12;" Married";"Husband";" Sales";" White";" Male";0;0;"40 h";"50,37 Milers d'euros"
"CS19544";54;" Other/Unknown";183800;5;" Divorced";"Husband";" Other/Unknown";" White";" Female";0;1887;"15,5 h";"38,09 Milers d'euros"
"CS19545";24;" Private";185936;13;" Single";"Not-in-family";" Professional";" White";" Male";0;0;"25 h";"50,55 Milers d'euros"
"CS19546";28;" Other/Unknown";161198;7;" Single";"Not-in-family";" Other/Unknown";" White";" Male";0;0;"30,5 h";"42,47 Milers d'euros"
"CS19547";23;" Private";113635;10;" Single";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"49,66 Milers d'euros"
"CS19548";54;" Other/Unknown";214542;9;" Married";"Own-child";" Other/Unknown";" White";" Male";0;0;"40 h";"50,59 Milers d'euros"
"CS19549";40;" Private";172991;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,25 Milers d'euros"
"CS19550";38;" Private";203761;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"48 h";"57,76 Milers d'euros"
"CS19551";71;" Private";161141;6;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"51,09 Milers d'euros"
"CS19552";51;" Private";180117;10;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"40 h";"46,76 Milers d'euros"
"CS19553";52;" Self-Employed";317396;10;" Single";"Unmarried";" White-Collar";" White";" Male";0;0;"5,5 h";"47,84 Milers d'euros"
"CS19554";30;" Private";237868;13;" Single";"Unmarried";" Sales";" White";" Female";0;0;"40,5 h";"36,09 Milers d'euros"
"CS19555";34;" Private";323069;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,79 Milers d'euros"
"CS19556";38;" Private";181091;6;" Divorced";"Husband";" Blue-Collar";" White";" Female";7688;0;"40,5 h";"41,7 Milers d'euros"
"CS19557";43;" Government";309122;11;" Single";"Not-in-family";" Professional";" White";" Female";0;0;"40 h";"43,87 Milers d'euros"
"CS19558";43;" Private";105936;7;" Single";"Not-in-family";" Blue-Collar";" White";" Male";13550;0;"42,5 h";"51,07 Milers d'euros"
"CS19559";36;" Government";40024;10;" Single";"Not-in-family";" White-Collar";" Black";" Male";0;0;"40 h";"45,06 Milers d'euros"
"CS19560";24;" Government";192443;10;" Single";"Not-in-family";" White-Collar";" White";" Female";13550;0;"40,5 h";"46,35 Milers d'euros"
"CS19561";29;" Other/Unknown";184216;2;" Single";"Own-child";" Other/Unknown";" Asian-Pac-Islander";" Male";0;0;"40 h";"33510 euros"
"CS19562";55;" Private";256211;6;" Married";"Own-child";" Service";" Black";" Female";0;0;"40 h";"44,07 Milers d'euros"
"CS19563";51;" Private";205422;14;" Married";"Wife";" Professional";" White";" Male";0;0;"60 h";"53,77 Milers d'euros"
"CS19564";43;" Government";22211;9;" Divorced";"Husband";" White-Collar";" Amer-Indian-Eskimo";" Female";0;1902;"40,5 h";"46,38 Milers d'euros"
"CS19565";28;" Private";196308;9;" Divorced";"Unmarried";" Service";" White";" Male";0;0;"40 h";"46,61 Milers d'euros"
"CS19566";54;" Private";389713;12;" Married";"Not-in-family";" Sales";" White";" Male";0;0;"45,5 h";"53,23 Milers d'euros"
"CS19567";47;" Private";82566;10;" Married";"Husband";" Professional";" White";" Male";0;0;"40 h";"55,54 Milers d'euros"
"CS19568";47;" Private";199058;13;" Married";"Husband";" Sales";" White";" Male";0;0;"55 h";"57,11 Milers d'euros"
"CS19569";47;" Private";160440;10;" Married";"Husband";" Service";" White";" Male";0;0;"57,5 h";"48,98 Milers d'euros"
"CS19570";38;" Private";76034;10;" Single";"Husband";" White-Collar";" White";" Female";0;0;"35 h";"42,19 Milers d'euros"
"CS19571";60;" Self-Employed";188503;3;" Married";"Unmarried";" Blue-Collar";" White";" Male";6497;0;"40,5 h";"54,66 Milers d'euros"
"CS19572";19;" Private";92845;9;" Single";"Husband";" Sales";" Amer-Indian-Eskimo";" Female";0;0;"25,5 h";"33,3 Milers d'euros"
"CS19573";22;" Private";29083;10;" Single";"Own-child";" White-Collar";" Black";" Female";0;0;"25 h";"43,17 Milers d'euros"
"CS19574";55;" Government";234474;14;" Married";"Own-child";" Professional";" White";" Male";0;0;"40 h";"57,72 Milers d'euros"
"CS19575";44;" Private";107308;10;" Separated";"Husband";" Sales";" Black";" Female";0;0;"35,5 h";"36,08 Milers d'euros"
"CS19576";53;" Self-Employed";111891;2;" Married";"Other-relative";" White-Collar";" White";" Male";0;0;"67,5 h";"53,14 Milers d'euros"
"CS19577";44;" Government";145419;14;" Married";"Husband";" Professional";" White";" Female";7688;0;"40,5 h";"48,61 Milers d'euros"
"CS19578";28;" Government";193425;13;" Single";"Wife";" Service";" White";" Male";4386;0;"50 h";"55,9 Milers d'euros"
"CS19579";30;" Government";188278;10;" Single";"Not-in-family";" Blue-Collar";" Black";" Female";0;0;"40 h";"43,47 Milers d'euros"
"CS19580";39;" Government";303485;9;" Single";"Unmarried";" White-Collar";" Amer-Indian-Eskimo";" Female";0;0;"40,5 h";"46,56 Milers d'euros"
"CS19581";43;" Government";67187;9;" Divorced";"Own-child";" White-Collar";" White";" Female";0;0;"40,5 h";"46,14 Milers d'euros"
"CS19582";24;" Private";114508;13;" Single";"Unmarried";" Sales";" White";" Female";0;0;"40,5 h";"38,13 Milers d'euros"
"CS19583";27;" Government";204172;11;" Single";"Other-relative";" Service";" White";" Male";0;0;"56,5 h";"52,84 Milers d'euros"
"CS19584";64;" Self-Employed";162973;3;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"70 h";"49,27 Milers d'euros"
"CS19585";41;" Government";192695;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"60,06 Milers d'euros"
"CS19586";28;" Private";89172;9;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"53,76 Milers d'euros"
"CS19587";61;" Private";163320;9;" Married";"Own-child";" Professional";" White";" Male";0;0;"30 h";"52,91 Milers d'euros"
"CS19588";27;" Private";128230;7;" Divorced";"Husband";" Blue-Collar";" White";" Female";0;0;"40,5 h";"43,4 Milers d'euros"
"CS19589";49;" Private";246440;10;" Divorced";"Unmarried";" White-Collar";" White";" Female";0;0;"32 h";"45,01 Milers d'euros"
"CS19590";20;" Private";50567;10;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"53,08 Milers d'euros"
"CS19591";41;" Private";117476;13;" Single";"Husband";" Professional";" White";" Female";0;0;"40,5 h";"43,66 Milers d'euros"
