"sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black","gpaletter"
1000,19,4.6500001,62,13.33333,3.6800001,"FALSE","TRUE","TRUE","FALSE","A"
990,10,4.6500001,183,39.354839,2.3,"FALSE","FALSE","TRUE","FALSE","C"
950,80,4.4200001,80,18.09955,2.9300001,"FALSE","TRUE","FALSE","TRUE","B"
1080,45,4.5,62,13.77778,2.73,"FALSE","FALSE","TRUE","FALSE","B"
1110,13,4.6500001,308,66.236557,1.76,"FALSE","FALSE","TRUE","FALSE","C"
970,45,4.5,73,16.222219,3.1099999,"FALSE","TRUE","TRUE","FALSE","B"
1020,63,3.9000001,63,16.153851,2.04,"FALSE","TRUE","TRUE","FALSE","C"
1060,115,3.8299999,59,15.4047,3.25,"FALSE","TRUE","TRUE","FALSE","B"
860,17,4.6500001,52,11.1828,1.35,"FALSE","FALSE","TRUE","FALSE","D"
970,79,3.9000001,117,30,2.1300001,"FALSE","FALSE","TRUE","FALSE","C"
1000,17,4.6500001,86,18.494619,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
1100,17,4.6500001,133,28.60215,2.1099999,"FALSE","TRUE","TRUE","FALSE","C"
1210,18,4.6500001,26,5.5913978,2.72,"FALSE","FALSE","FALSE","FALSE","B"
1090,14,4.6500001,115,24.73118,3.1400001,"FALSE","FALSE","TRUE","FALSE","B"
880,13,4.6500001,141,30.32258,1.84,"FALSE","TRUE","TRUE","FALSE","C"
970,110,3.8299999,54,14.09922,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
1050,45,4.5,56,12.44444,3.1099999,"FALSE","FALSE","FALSE","FALSE","B"
1050,15,4.6500001,231,49.677422,2.53,"FALSE","TRUE","TRUE","FALSE","B"
1060,78,3.9000001,157,40.256409,2.05,"FALSE","FALSE","TRUE","FALSE","C"
910,54,3.9000001,118,30.256411,2.01,"FALSE","FALSE","TRUE","FALSE","C"
830,46,4.5,97,21.555559,2.3699999,"FALSE","TRUE","TRUE","FALSE","C"
1110,63,3.9000001,30,7.692307,3.01,"FALSE","TRUE","TRUE","FALSE","B"
1210,17,4.6500001,12,2.5806451,3.29,"FALSE","TRUE","TRUE","FALSE","B"
990,42,4.5,87,19.33333,2.4000001,"FALSE","TRUE","TRUE","FALSE","C"
1200,123,3.8299999,8,2.088773,3.0899999,"FALSE","FALSE","TRUE","FALSE","B"
940,46,4.5,133,29.555559,2.71,"FALSE","TRUE","TRUE","FALSE","B"
1000,119,3.8299999,148,38.6423,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
1160,85,2.4100001,53,21.991699,3.0699999,"FALSE","FALSE","TRUE","FALSE","B"
930,18,2.6600001,53,19.92481,3,"FALSE","FALSE","TRUE","FALSE","B"
1210,15,2.6600001,35,13.1579,1.8,"FALSE","FALSE","TRUE","FALSE","C"
960,13,2.6600001,69,25.93985,1.46,"FALSE","FALSE","TRUE","FALSE","D"
1100,52,2.4000001,12,5,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
950,68,2.4100001,66,27.385889,2.2,"FALSE","FALSE","TRUE","FALSE","C"
1100,17,2.6600001,24,9.0225563,3.4100001,"FALSE","TRUE","TRUE","FALSE","B"
1050,110,2.26,3,1.3274339,3.72,"FALSE","TRUE","TRUE","FALSE","A"
960,47,2.4000001,55,22.91667,2.0599999,"FALSE","TRUE","FALSE","TRUE","C"
1220,34,3,1,0.33333331,2.76,"FALSE","FALSE","FALSE","TRUE","B"
980,47,3,2,0.66666669,2.74,"FALSE","FALSE","FALSE","TRUE","B"
900,55,3,30,10,2.21,"FALSE","FALSE","FALSE","TRUE","C"
1010,15,2.7,7,2.592592,2.26,"FALSE","FALSE","FALSE","TRUE","C"
1180,103,0.52999997,25,47.169811,2.1500001,"FALSE","FALSE","TRUE","FALSE","C"
960,44,0.58999997,21,35.59322,2.0599999,"FALSE","TRUE","TRUE","FALSE","C"
1140,44,0.58999997,20,33.8983,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
880,73,0.81,71,87.65432,2.24,"FALSE","FALSE","TRUE","FALSE","C"
990,115,0.82999998,23,27.71084,3.23,"FALSE","TRUE","TRUE","FALSE","B"
840,79,0.81,59,72.839508,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
1000,85,0.82999998,57,68.674698,2.51,"FALSE","FALSE","TRUE","FALSE","B"
1150,48,0.69999999,20,28.57143,3.54,"FALSE","TRUE","TRUE","FALSE","A"
1010,68,0.81,26,32.09877,3.04,"FALSE","FALSE","TRUE","FALSE","B"
1080,17,0.73000002,19,26.027399,1.7,"FALSE","TRUE","TRUE","FALSE","C"
1320,77,0.81,19,23.456791,3.01,"FALSE","FALSE","TRUE","FALSE","B"
910,80,0.81,22,27.16049,3.3199999,"FALSE","TRUE","TRUE","FALSE","B"
1170,73,0.81,16,19.75309,2.8900001,"FALSE","TRUE","TRUE","FALSE","B"
1090,105,0.82999998,8,9.6385546,2.72,"FALSE","TRUE","TRUE","FALSE","B"
1040,118,0.83999997,42,50,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
950,49,0.69999999,24,34.285709,2.71,"FALSE","FALSE","TRUE","FALSE","B"
1050,17,0.73000002,27,36.986301,2.47,"FALSE","FALSE","TRUE","FALSE","C"
960,69,0.81,56,69.135803,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
1000,72,0.81,34,41.975311,2.1900001,"FALSE","TRUE","TRUE","FALSE","C"
820,72,0.81,42,51.851849,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
1220,50,0.69999999,42,60,2.46,"FALSE","FALSE","TRUE","FALSE","C"
1350,109,4,36,9,2.95,"FALSE","TRUE","TRUE","FALSE","B"
1110,13,4,73,18.25,2.6099999,"FALSE","TRUE","TRUE","FALSE","B"
1280,82,4,8,2,3.7,"FALSE","FALSE","TRUE","FALSE","A"
940,119,4,54,13.5,2.9200001,"FALSE","TRUE","TRUE","FALSE","B"
990,102,4,120,30,2,"FALSE","FALSE","TRUE","FALSE","C"
1140,127,4,31,7.75,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
980,61,4,134,33.5,2.4400001,"FALSE","FALSE","FALSE","TRUE","C"
870,16,4,168,42,1.75,"FALSE","FALSE","TRUE","FALSE","C"
1080,10,4,46,11.5,1.9,"FALSE","TRUE","TRUE","FALSE","C"
1170,45,3.5,36,10.28571,3.3499999,"FALSE","TRUE","TRUE","FALSE","B"
1220,13,4,150,37.5,3.0699999,"FALSE","FALSE","TRUE","FALSE","B"
1130,17,4,71,17.75,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
880,83,4,67,16.75,1.77,"FALSE","FALSE","FALSE","TRUE","C"
1000,71,4,94,23.5,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
1110,13,4,48,12,2,"FALSE","FALSE","TRUE","FALSE","C"
1190,13,4,130,32.5,2.23,"FALSE","FALSE","TRUE","FALSE","C"
1090,110,4,13,3.25,3.75,"FALSE","TRUE","TRUE","FALSE","A"
1170,101,4,27,6.75,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
1130,14,4,80,20,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
1050,73,4,32,8,2.73,"FALSE","TRUE","TRUE","FALSE","B"
950,18,4,25,6.25,2.9400001,"FALSE","TRUE","FALSE","FALSE","B"
1210,73,4,119,29.75,2.1600001,"FALSE","FALSE","TRUE","FALSE","C"
950,13,4,112,28,0.83999997,"FALSE","FALSE","FALSE","TRUE","D"
990,77,1.61,7,4.347826,2.0999999,"FALSE","TRUE","FALSE","TRUE","C"
1250,74,1.61,1,0.62111801,3.4000001,"FALSE","FALSE","TRUE","FALSE","B"
840,16,2.3,5,2.173913,1.1799999,"FALSE","FALSE","FALSE","TRUE","D"
860,77,1.61,32,19.87578,1.9400001,"FALSE","FALSE","FALSE","TRUE","C"
840,19,2.3,8,3.478261,2.3599999,"FALSE","TRUE","FALSE","TRUE","C"
960,16,3.8599999,10,2.5906739,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
920,13,3.8599999,54,13.98964,2.46,"FALSE","FALSE","TRUE","FALSE","C"
1010,106,3.5,13,3.7142861,2.78,"FALSE","TRUE","TRUE","FALSE","B"
850,46,3.5,86,24.57143,2.02,"FALSE","TRUE","TRUE","FALSE","C"
1100,16,3.8599999,12,3.108808,3.25,"FALSE","FALSE","TRUE","FALSE","B"
960,14,3.8599999,45,11.65803,2.28,"FALSE","FALSE","TRUE","FALSE","C"
950,10,3.8599999,31,8.0310879,2,"FALSE","TRUE","TRUE","FALSE","C"
950,16,3.8599999,25,6.4766841,2.5599999,"FALSE","TRUE","TRUE","FALSE","B"
840,118,3.5,27,7.7142859,2.8,"FALSE","FALSE","FALSE","TRUE","B"
860,111,3.5,22,6.2857141,2.1900001,"FALSE","TRUE","TRUE","FALSE","C"
800,64,2.96,17,5.7432432,2.54,"FALSE","TRUE","TRUE","FALSE","B"
1060,47,3.5,19,5.4285712,2.23,"FALSE","FALSE","TRUE","FALSE","C"
980,76,2.96,43,14.52703,2.55,"FALSE","FALSE","TRUE","FALSE","B"
770,17,3.8599999,223,57.772018,1.35,"TRUE","FALSE","FALSE","TRUE","D"
1010,13,3.8599999,12,3.108808,3.76,"FALSE","TRUE","TRUE","FALSE","A"
1100,53,3.5,16,4.5714288,1.71,"FALSE","FALSE","TRUE","FALSE","C"
1060,117,0.81999999,3,3.6585369,1.8200001,"FALSE","TRUE","FALSE","TRUE","C"
1060,49,1.12,15,13.39286,2.53,"FALSE","FALSE","TRUE","FALSE","B"
1100,18,1.15,44,38.260872,1.66,"FALSE","FALSE","TRUE","FALSE","C"
1140,17,1.15,1,0.86956519,3.8199999,"FALSE","FALSE","TRUE","FALSE","A"
810,49,0.83999997,1,1.1904759,2.2,"FALSE","TRUE","FALSE","TRUE","C"
880,97,0.94,1,1.06383,2.4400001,"FALSE","FALSE","FALSE","TRUE","C"
920,125,2.9200001,33,11.30137,2.52,"FALSE","TRUE","TRUE","FALSE","B"
1000,44,2.71,5,1.845019,2.25,"FALSE","TRUE","FALSE","TRUE","C"
1040,48,2.71,7,2.5830259,3,"FALSE","FALSE","FALSE","TRUE","B"
1020,16,0.68000001,5,7.352941,4,"FALSE","TRUE","TRUE","FALSE","A"
1180,16,5.3899999,128,23.747681,2,"FALSE","FALSE","TRUE","FALSE","C"
850,79,0.72000003,26,36.111111,3.27,"FALSE","TRUE","TRUE","FALSE","B"
910,13,0.75,38,50.666672,3.23,"FALSE","TRUE","TRUE","FALSE","B"
990,78,0.72000003,3,4.166667,2.8099999,"FALSE","FALSE","TRUE","FALSE","B"
890,12,0.69,63,91.304337,2.75,"TRUE","FALSE","TRUE","FALSE","B"
990,122,0.51999998,2,3.846154,2.9400001,"FALSE","TRUE","TRUE","FALSE","B"
900,16,0.77999997,6,7.692307,1.8099999,"FALSE","TRUE","FALSE","TRUE","C"
700,40,0.89999998,2,2.2222221,2.22,"FALSE","FALSE","FALSE","TRUE","C"
1000,77,1.5700001,11,7.0063701,2.29,"FALSE","TRUE","TRUE","FALSE","C"
910,10,1.77,55,31.07345,1.6,"FALSE","FALSE","TRUE","FALSE","C"
1080,84,1.5700001,5,3.1847129,3.1099999,"FALSE","FALSE","TRUE","FALSE","B"
840,116,0.94,1,1.06383,2.0799999,"FALSE","FALSE","FALSE","TRUE","C"
1010,12,0.12,6,50,1.66,"FALSE","FALSE","TRUE","FALSE","C"
1100,84,2.23,10,4.4843049,2.77,"FALSE","TRUE","TRUE","FALSE","B"
1110,44,2.6700001,7,2.6217229,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
960,36,2.6700001,20,7.4906368,2.3800001,"FALSE","FALSE","TRUE","FALSE","C"
830,15,2.5,23,9.1999998,2.73,"FALSE","TRUE","TRUE","FALSE","B"
1100,118,2.4400001,8,3.278688,3.7,"FALSE","TRUE","TRUE","FALSE","A"
910,39,2.6700001,33,12.35955,1.46,"FALSE","FALSE","FALSE","FALSE","D"
1030,16,0.76999998,4,5.1948051,2.8099999,"FALSE","FALSE","TRUE","FALSE","B"
1130,13,0.75,8,10.66667,2.8399999,"FALSE","TRUE","TRUE","FALSE","B"
1150,121,0.80000001,3,3.75,3.23,"FALSE","FALSE","TRUE","FALSE","B"
1100,48,0.56999999,5,8.7719297,2.3099999,"FALSE","FALSE","TRUE","FALSE","C"
1170,82,0.72000003,2,2.7777779,2.5799999,"FALSE","TRUE","TRUE","FALSE","B"
920,108,2.5,19,7.5999999,3.3099999,"FALSE","FALSE","TRUE","FALSE","B"
1000,50,2.4400001,34,13.93443,3,"FALSE","TRUE","TRUE","FALSE","B"
1240,17,2.04,20,9.8039217,1.9400001,"FALSE","FALSE","TRUE","FALSE","C"
1030,118,2.5,21,8.3999996,3.45,"FALSE","TRUE","TRUE","FALSE","B"
1080,41,2.4400001,18,7.377049,2.29,"FALSE","FALSE","TRUE","FALSE","C"
990,48,2.4400001,27,11.06557,3.1800001,"FALSE","TRUE","TRUE","FALSE","B"
1290,50,2.4400001,26,10.65574,3.02,"FALSE","FALSE","FALSE","FALSE","B"
880,17,2.77,85,30.685921,2.7,"FALSE","TRUE","TRUE","FALSE","B"
1150,40,2.4400001,6,2.4590161,2.77,"FALSE","FALSE","TRUE","FALSE","B"
1240,16,2.04,5,2.4509799,3.25,"FALSE","TRUE","TRUE","FALSE","B"
1000,108,2.5,26,10.4,2.6099999,"FALSE","FALSE","TRUE","FALSE","B"
990,14,2.04,31,15.19608,2.1400001,"TRUE","TRUE","FALSE","TRUE","C"
1130,84,2.5699999,18,7.003891,3.47,"FALSE","FALSE","TRUE","FALSE","B"
1110,18,2.04,9,4.4117651,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
980,43,2.4400001,15,6.147541,2.1800001,"FALSE","TRUE","TRUE","FALSE","C"
950,53,2.4400001,19,7.7868848,3.77,"FALSE","TRUE","TRUE","FALSE","A"
1200,17,2.6800001,6,2.238806,2.8199999,"FALSE","TRUE","TRUE","FALSE","B"
950,49,2.6800001,43,16.044781,2.0799999,"FALSE","FALSE","TRUE","FALSE","C"
1020,117,2.72,15,5.5147061,2.6900001,"FALSE","FALSE","TRUE","FALSE","B"
850,13,2.6800001,59,22.014931,2,"FALSE","FALSE","TRUE","FALSE","C"
1010,66,2.75,82,29.81818,1.77,"FALSE","FALSE","TRUE","FALSE","C"
1260,113,2.72,4,1.470588,3.29,"FALSE","TRUE","TRUE","FALSE","B"
870,43,2.6800001,15,5.5970149,2.0599999,"FALSE","TRUE","FALSE","TRUE","C"
970,77,2.72,49,18.014709,2.45,"FALSE","FALSE","TRUE","FALSE","C"
870,42,2.6800001,13,4.8507462,2.6099999,"FALSE","FALSE","TRUE","FALSE","B"
1130,53,2.6800001,4,1.492537,3.1800001,"FALSE","TRUE","TRUE","FALSE","B"
860,44,3.03,114,37.62376,2.8399999,"FALSE","FALSE","TRUE","FALSE","B"
950,13,2.6800001,26,9.7014923,0.75999999,"FALSE","TRUE","TRUE","FALSE","D"
890,51,2.6800001,30,11.19403,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
1050,117,2.72,2,0.7352941,3.5,"FALSE","FALSE","TRUE","FALSE","A"
940,17,2.6800001,71,26.49254,1.52,"FALSE","FALSE","TRUE","FALSE","C"
950,17,2.6800001,16,5.970149,2.76,"FALSE","FALSE","TRUE","FALSE","B"
1020,113,2.72,139,51.10294,2.1300001,"FALSE","FALSE","TRUE","FALSE","C"
1180,17,2.6800001,12,4.477612,3.4100001,"FALSE","FALSE","TRUE","FALSE","B"
690,16,3.1500001,160,50.793652,1.75,"FALSE","TRUE","TRUE","FALSE","C"
770,78,2.75,60,21.81818,2.8800001,"FALSE","TRUE","TRUE","FALSE","B"
1030,48,2.6800001,14,5.2238808,3.6199999,"FALSE","FALSE","TRUE","FALSE","A"
1020,106,2.72,40,14.70588,2.3,"FALSE","FALSE","TRUE","FALSE","C"
1120,38,2.6800001,18,6.7164178,1.92,"FALSE","FALSE","TRUE","FALSE","C"
730,15,3.0899999,75,24.271839,1.53,"FALSE","FALSE","TRUE","FALSE","C"
780,101,3.1400001,30,9.5541401,2.24,"FALSE","TRUE","TRUE","FALSE","C"
890,120,2.72,31,11.39706,2.6500001,"FALSE","TRUE","TRUE","FALSE","B"
930,17,2.6800001,67,25,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
1060,77,2.75,31,11.27273,2.0899999,"FALSE","TRUE","TRUE","FALSE","C"
840,15,2.6800001,105,39.1791,1.53,"FALSE","TRUE","TRUE","FALSE","C"
1090,12,2.6800001,69,25.746269,1.5,"FALSE","FALSE","TRUE","FALSE","C"
800,115,2.72,54,19.85294,2.48,"FALSE","TRUE","TRUE","FALSE","C"
1140,107,2.72,22,8.0882349,2.23,"FALSE","FALSE","TRUE","FALSE","C"
830,111,2.72,37,13.60294,2.5999999,"FALSE","TRUE","TRUE","FALSE","B"
880,74,3.03,13,4.2904291,2.3299999,"FALSE","TRUE","TRUE","FALSE","C"
1460,17,3.5699999,2,0.56022412,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
1030,47,2.95,32,10.84746,3.1700001,"FALSE","FALSE","TRUE","FALSE","B"
970,47,2.6800001,37,13.80597,2.72,"FALSE","TRUE","TRUE","FALSE","B"
900,85,3.01,9,2.9900329,2.95,"FALSE","TRUE","TRUE","FALSE","B"
1010,15,0.12,2,16.66667,1.9299999,"FALSE","TRUE","TRUE","FALSE","C"
1040,83,0.11,2,18.18182,2.77,"FALSE","TRUE","TRUE","FALSE","B"
870,17,0.1,6,60,3.47,"FALSE","FALSE","TRUE","FALSE","B"
910,46,0.11,2,18.18182,2.3199999,"FALSE","FALSE","TRUE","FALSE","C"
720,18,2.0799999,50,24.03846,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
1000,13,2.0799999,38,18.26923,1.92,"FALSE","TRUE","FALSE","TRUE","C"
1180,70,1.85,2,1.081081,3.78,"FALSE","FALSE","TRUE","FALSE","A"
960,51,2.05,65,31.707319,1.92,"FALSE","FALSE","TRUE","FALSE","C"
860,13,2.0799999,59,28.365391,2.3800001,"FALSE","FALSE","FALSE","TRUE","C"
1060,16,2.0799999,10,4.807693,3.25,"FALSE","FALSE","TRUE","FALSE","B"
1120,15,2.0799999,4,1.923077,2.73,"FALSE","TRUE","TRUE","FALSE","B"
820,40,2.05,36,17.56098,1.67,"FALSE","TRUE","TRUE","FALSE","C"
880,13,2.0799999,6,2.8846149,2.3800001,"FALSE","TRUE","FALSE","TRUE","C"
1060,17,2.0799999,12,5.7692308,2.8199999,"FALSE","FALSE","TRUE","FALSE","B"
940,73,1.85,26,14.05405,2.1300001,"FALSE","TRUE","FALSE","TRUE","C"
940,17,0.85000002,1,1.176471,3.5799999,"FALSE","TRUE","FALSE","TRUE","A"
740,41,1.26,4,3.174603,1.41,"FALSE","TRUE","FALSE","TRUE","D"
990,11,0.37,16,43.24324,2.6300001,"FALSE","FALSE","TRUE","FALSE","B"
1180,115,0.25,2,8,3.6600001,"FALSE","TRUE","TRUE","FALSE","A"
950,73,0.27000001,8,29.629629,3.0599999,"FALSE","FALSE","TRUE","FALSE","B"
950,119,0.25,14,56,2.26,"FALSE","FALSE","TRUE","FALSE","C"
970,78,0.27000001,5,18.51852,3.6700001,"FALSE","TRUE","TRUE","FALSE","A"
1130,18,2.8900001,3,1.038062,3.6099999,"FALSE","FALSE","TRUE","FALSE","A"
1280,18,2.8900001,11,3.8062279,3.22,"FALSE","FALSE","TRUE","FALSE","B"
970,15,2.8900001,50,17.301041,2.8599999,"FALSE","FALSE","TRUE","FALSE","B"
830,41,2.45,73,29.795919,2.02,"TRUE","FALSE","TRUE","FALSE","C"
1000,101,2.6300001,46,17.49049,2.71,"FALSE","TRUE","TRUE","FALSE","B"
870,46,2.52,25,9.9206352,2.8199999,"FALSE","TRUE","TRUE","FALSE","B"
1020,88,3.05,19,6.2295079,2.28,"FALSE","FALSE","TRUE","FALSE","C"
1190,15,2.8900001,7,2.4221449,4,"FALSE","FALSE","TRUE","FALSE","A"
900,46,3.05,18,5.901639,3.1300001,"FALSE","TRUE","TRUE","FALSE","B"
1100,45,2.52,22,8.7301588,2.46,"FALSE","FALSE","TRUE","FALSE","C"
780,20,2.8900001,87,30.103809,1.95,"FALSE","FALSE","TRUE","FALSE","C"
870,42,2.52,40,15.87302,2.47,"FALSE","TRUE","TRUE","FALSE","C"
1130,52,2.6199999,90,34.351151,1.71,"FALSE","FALSE","TRUE","FALSE","C"
1020,15,2.75,96,34.909088,2,"FALSE","FALSE","TRUE","FALSE","C"
990,81,2.5,25,10,2.6900001,"FALSE","FALSE","TRUE","FALSE","B"
1030,32,2.28,3,1.315789,3.46,"FALSE","TRUE","FALSE","FALSE","B"
970,117,2.52,12,4.7619052,2.47,"FALSE","TRUE","TRUE","FALSE","C"
1170,76,2.5,34,13.6,2.51,"FALSE","FALSE","TRUE","FALSE","B"
1060,111,2.52,19,7.5396819,2.8499999,"FALSE","FALSE","TRUE","FALSE","B"
1120,110,2.52,15,5.9523811,2.5799999,"FALSE","FALSE","TRUE","FALSE","B"
820,14,2.75,78,28.36364,1.85,"FALSE","TRUE","TRUE","FALSE","C"
860,13,2.75,49,17.81818,2.3800001,"FALSE","TRUE","TRUE","FALSE","C"
980,47,2.28,12,5.2631578,2.78,"FALSE","TRUE","TRUE","FALSE","B"
1100,81,2.5,6,2.4000001,3.54,"FALSE","FALSE","TRUE","FALSE","A"
1140,90,2.5,9,3.5999999,3.73,"FALSE","FALSE","TRUE","FALSE","A"
950,15,2.75,23,8.363636,1.86,"FALSE","TRUE","TRUE","FALSE","C"
1040,100,2.52,7,2.7777779,2.23,"FALSE","TRUE","TRUE","FALSE","C"
820,16,2.75,45,16.36364,2.25,"FALSE","TRUE","TRUE","FALSE","C"
1060,47,2.28,6,2.6315789,3.51,"FALSE","TRUE","TRUE","FALSE","A"
880,16,2.75,83,30.18182,2.5599999,"FALSE","TRUE","TRUE","FALSE","B"
1340,109,2.52,1,0.3968254,3.4400001,"FALSE","TRUE","TRUE","FALSE","B"
1060,43,2.28,58,25.438601,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
1050,39,2.28,26,11.40351,2.74,"FALSE","FALSE","TRUE","FALSE","B"
1080,16,2.75,21,7.636364,3.3099999,"FALSE","FALSE","TRUE","FALSE","B"
990,43,2.28,36,15.78947,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
920,15,2.75,39,14.18182,2.8,"FALSE","TRUE","TRUE","FALSE","B"
1050,42,2.28,84,36.84211,2.21,"FALSE","FALSE","TRUE","FALSE","C"
720,102,2.46,13,5.2845531,2.0799999,"FALSE","TRUE","FALSE","TRUE","C"
770,75,2.5699999,26,10.11673,2.22,"FALSE","FALSE","FALSE","TRUE","C"
1190,17,1.96,6,3.061224,2.4100001,"FALSE","FALSE","FALSE","TRUE","C"
870,124,1.5,34,22.66667,2.5799999,"FALSE","FALSE","TRUE","FALSE","B"
1140,82,1.86,7,3.7634411,3.79,"FALSE","FALSE","TRUE","FALSE","A"
1040,15,2.3800001,11,4.6218491,3.0599999,"FALSE","TRUE","TRUE","FALSE","B"
1050,15,2.3800001,31,13.02521,2.46,"FALSE","FALSE","TRUE","FALSE","C"
1320,17,2.3800001,1,0.4201681,4,"FALSE","FALSE","TRUE","FALSE","A"
850,47,1.89,28,14.81481,2.6300001,"FALSE","TRUE","TRUE","FALSE","B"
950,103,1.48,18,12.16216,2.53,"TRUE","FALSE","TRUE","FALSE","B"
1100,116,1.48,46,31.081079,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
1290,15,2.3800001,6,2.521008,4,"FALSE","FALSE","TRUE","FALSE","A"
960,113,1.48,4,2.702703,2.95,"FALSE","TRUE","TRUE","FALSE","B"
1050,13,2.3800001,41,17.226891,1.76,"FALSE","FALSE","TRUE","FALSE","C"
890,44,1.89,39,20.63492,2.8599999,"FALSE","TRUE","TRUE","FALSE","B"
1020,78,1.78,35,19.66292,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
1110,74,1.78,12,6.7415729,2.21,"FALSE","FALSE","TRUE","FALSE","C"
960,19,2.3800001,38,15.96639,2.21,"FALSE","TRUE","TRUE","FALSE","C"
930,14,2.3800001,98,41.176472,2.71,"FALSE","FALSE","TRUE","FALSE","B"
1190,46,1.89,7,3.7037041,2.8199999,"FALSE","TRUE","TRUE","FALSE","B"
980,13,2.3800001,46,19.32773,2.76,"TRUE","FALSE","TRUE","FALSE","B"
1230,17,2.3800001,5,2.1008401,4,"FALSE","FALSE","TRUE","FALSE","A"
940,17,2.3800001,36,15.12605,2.52,"FALSE","FALSE","TRUE","FALSE","B"
1040,43,1.89,63,33.333328,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
960,75,1.5,8,5.333333,3.3199999,"FALSE","FALSE","TRUE","FALSE","B"
1060,108,1.5,35,23.33333,2.3599999,"FALSE","FALSE","TRUE","FALSE","C"
1280,17,2.3800001,17,7.1428571,3.47,"FALSE","FALSE","TRUE","FALSE","B"
1340,17,2.3800001,8,3.3613451,4,"FALSE","FALSE","TRUE","FALSE","A"
1050,85,1.78,34,19.10112,1.77,"FALSE","FALSE","TRUE","FALSE","C"
1100,47,1.89,24,12.69841,2.3099999,"FALSE","FALSE","TRUE","FALSE","C"
980,15,2.3800001,10,4.2016811,3.73,"FALSE","TRUE","TRUE","FALSE","A"
1130,49,1.89,10,5.2910051,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
1140,83,0.63,3,4.7619052,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
1000,11,0.23,9,39.13044,2.3599999,"FALSE","FALSE","TRUE","FALSE","C"
1060,17,0.23,7,30.43478,1.05,"FALSE","FALSE","TRUE","FALSE","D"
1190,73,4.9400001,9,1.821862,3.5599999,"FALSE","FALSE","TRUE","FALSE","A"
1090,47,3.96,18,4.545455,2.72,"FALSE","TRUE","TRUE","FALSE","B"
640,95,5.3400002,165,30.89888,1.92,"TRUE","FALSE","FALSE","TRUE","C"
880,78,4.0100002,27,6.7331672,2.2,"FALSE","TRUE","TRUE","FALSE","C"
1020,42,3.96,33,8.333333,1.92,"FALSE","FALSE","FALSE","TRUE","C"
1010,43,3.96,37,9.3434343,1.53,"FALSE","TRUE","FALSE","TRUE","C"
1410,68,4.0900002,5,1.222494,3.72,"FALSE","FALSE","TRUE","FALSE","A"
820,60,4.3400002,59,13.59447,2.3599999,"FALSE","TRUE","TRUE","FALSE","C"
880,15,4.1300001,53,12.83293,0.52999997,"FALSE","FALSE","TRUE","FALSE","D"
1010,13,4.1300001,49,11.86441,2.6099999,"FALSE","TRUE","TRUE","FALSE","B"
1240,92,4.0900002,25,6.1124701,2.5699999,"FALSE","FALSE","FALSE","TRUE","B"
890,18,4.1300001,94,22.76029,1.61,"FALSE","TRUE","TRUE","FALSE","C"
960,20,4.1300001,123,29.78208,1.6,"FALSE","FALSE","TRUE","FALSE","C"
1140,48,3.96,9,2.272727,3.04,"FALSE","TRUE","TRUE","FALSE","B"
900,90,4.0100002,77,19.202,3.0599999,"FALSE","TRUE","TRUE","FALSE","B"
950,113,4.0900002,14,3.4229829,3.55,"FALSE","TRUE","TRUE","FALSE","A"
910,104,4.0900002,45,11.00245,3.6099999,"FALSE","TRUE","TRUE","FALSE","A"
1150,79,4.0900002,16,3.9119799,2.9400001,"FALSE","TRUE","FALSE","TRUE","B"
1030,18,4.1300001,52,12.5908,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
1070,17,4.1300001,36,8.7167072,2,"FALSE","FALSE","TRUE","FALSE","C"
850,14,4.1300001,183,44.309929,1.28,"FALSE","FALSE","TRUE","FALSE","D"
960,99,4.0900002,40,9.7799511,1.92,"FALSE","FALSE","TRUE","FALSE","C"
