"CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat"
"CS13897",24,"Private",14,"S","Husband","Service","White","f",45.5,42.89,"Postuniversitaria"
"CS13898",42,"Government",9,"D","Not-in-family","White-Collar","White","f",40.5,49.43,"Secundaria"
"CS13899",43,"Private",9,"M","Not-in-family","White-Collar","White","f",50,49.44,"Secundaria"
"CS13900",34,"Private",12,"S","Wife","Blue-Collar","Black","f",40.5,45.22,"Universitaria"
"CS13901",55,"Self-Employed",14,"M","Own-child","White-Collar","White","m",60.5,58.48,"Postuniversitaria"
"CS13902",22,"Private",9,"M","Husband","Service","White","m",40.5,52.63,"Secundaria"
"CS13903",39,"Private",10,"D","Husband","White-Collar","White","f",60.5,43.2,"Universitaria"
"CS13904",50,"Self-Employed",13,"M","Not-in-family","White-Collar","White","m",35,55.87,"Universitaria"
"CS13905",47,"Government",10,"M","Husband","Blue-Collar","White","m",40.5,60.95,"Universitaria"
"CS13906",25,"Private",13,"S","Husband","Sales","White","f",20,39.28,"Universitaria"
"CS13907",52,"Private",7,"D","Own-child","Service","White","f",20,37.02,"Secundaria"
"CS13908",30,"Private",9,"M","Unmarried","Blue-Collar","White","m",40,52.62,"Secundaria"
"CS13909",37,"Self-Employed",9,"D","Husband","Blue-Collar","White","m",50,50.8,"Secundaria"
"CS13910",73,"Self-Employed",9,"M","Not-in-family","Sales","White","m",20,49.46,"Secundaria"
"CS13911",50,"Private",4,"D","Husband","Blue-Collar","White","m",60,51.79,"Primaria"
"CS13912",34,"Private",10,"M","Not-in-family","White-Collar","White","m",45.5,58.79,"Universitaria"
"CS13913",24,"Private",12,"S","Husband","Sales","Black","m",40.5,40.11,"Universitaria"
"CS13914",66,"Private",10,"M","Not-in-family","Sales","White","m",24,55.03,"Universitaria"
"CS13915",22,"Private",9,"S","Husband","Sales","White","m",55.5,46.89,"Secundaria"
"CS13916",69,"Government",6,"M","Own-child","Blue-Collar","White","m",25,58.34,"Primaria"
"CS13917",23,"Private",9,"S","Husband","Blue-Collar","White","m",40.5,54,"Secundaria"
"CS13918",55,"Private",13,"W","Own-child","Blue-Collar","White","f",40,43.91,"Universitaria"
"CS13919",35,"Private",10,"W","Unmarried","White-Collar","White","f",30.5,43.57,"Universitaria"
"CS13920",20,"Private",10,"S","Unmarried","White-Collar","White","f",35.5,41.26,"Universitaria"
"CS13921",70,"Self-Employed",10,"M","Own-child","White-Collar","White","m",20.5,52.33,"Universitaria"
"CS13922",54,"Private",11,"M","Husband","Service","White","m",40,53.7,"Universitaria"
"CS13923",34,"Private",9,"S","Husband","Service","Asian-Pac-Islander","m",40.5,38.95,"Secundaria"
"CS13924",38,"Government",16,"M","Not-in-family","Professional","White","m",45.5,62.45,"Postuniversitaria"
"CS13925",33,"Private",4,"D","Husband","Blue-Collar","White","m",40.5,49.65,"Primaria"
"CS13926",43,"Private",9,"X","Own-child","Service","White","f",26.5,38.36,"Secundaria"
"CS13927",60,"Self-Employed",10,"M","Not-in-family","White-Collar","White","m",40.5,54.9,"Universitaria"
"CS13928",76,"Self-Employed",13,"W","Husband","Professional","White","f",3,40.78,"Universitaria"
"CS13929",32,"Self-Employed",9,"M","Not-in-family","White-Collar","White","m",55,53.33,"Secundaria"
"CS13930",34,"Private",9,"M","Husband","Blue-Collar","White","m",45,55.96,"Secundaria"
"CS13931",46,"Self-Employed",14,"S","Husband","White-Collar","White","m",25,54.23,"Postuniversitaria"
"CS13932",30,"Government",10,"S","Not-in-family","Service","Amer-Indian-Eskimo","m",40,45.07,"Universitaria"
"CS13933",23,"Other/Unknown",9,"S","Own-child","Other/Unknown","Asian-Pac-Islander","f",20.5,34.13,"Secundaria"
"CS13934",29,"Private",10,"M","Other-relative","Service","White","m",40,51.42,"Universitaria"
"CS13935",51,"Private",9,"M","Husband","Blue-Collar","White","m",60.5,57.1,"Secundaria"
"CS13936",31,"Private",4,"S","Husband","Blue-Collar","White","m",25.5,46.75,"Primaria"
"CS13937",36,"Government",9,"S","Other-relative","White-Collar","Black","f",36.5,47.94,"Secundaria"
"CS13938",23,"Private",10,"S","Own-child","Blue-Collar","Black","m",22,43.23,"Universitaria"
"CS13939",35,"Private",9,"M","Own-child","Blue-Collar","White","m",30.5,55.95,"Secundaria"
"CS13940",28,"Government",14,"S","Husband","Professional","White","f",40,46.21,"Postuniversitaria"
"CS13941",33,"Government",13,"M","Not-in-family","White-Collar","White","m",40,63.98,"Universitaria"
"CS13942",40,"Private",10,"M","Husband","Blue-Collar","White","m",40,57.98,"Universitaria"
"CS13943",27,"Private",10,"M","Husband","Blue-Collar","White","m",45.5,54.12,"Universitaria"
"CS13944",38,"Self-Employed",9,"M","Husband","White-Collar","White","m",40,53.2,"Secundaria"
"CS13945",47,"Private",11,"D","Husband","Professional","White","f",40.5,42.21,"Universitaria"
"CS13946",25,"Private",10,"M","Not-in-family","White-Collar","Black","f",56.5,49.25,"Universitaria"
"CS13947",45,"Private",13,"M","Wife","White-Collar","White","m",50,56.61,"Universitaria"
"CS13948",38,"Private",10,"S","Husband","White-Collar","Black","f",40.5,43.19,"Universitaria"
"CS13949",66,"Other/Unknown",10,"M","Own-child","Other/Unknown","White","m",40.5,47.74,"Universitaria"
"CS13950",65,"Government",10,"S","Husband","Professional","Black","f",40.5,44.15,"Universitaria"
"CS13951",30,"Private",11,"S","Not-in-family","Blue-Collar","White","m",40.5,53.65,"Universitaria"
"CS13952",54,"Private",7,"M","Own-child","Service","White","f",43,42.03,"Secundaria"
"CS13953",49,"Private",8,"D","Wife","Blue-Collar","White","f",40,39.93,"Secundaria"
"CS13954",41,"Self-Employed",11,"M","Not-in-family","Professional","White","f",15,36.86,"Universitaria"
"CS13955",48,"Government",9,"M","Wife","White-Collar","White","m",40,65.43,"Secundaria"
"CS13956",23,"Private",3,"S","Husband","Service","White","f",12.5,30.93,"Primaria"
"CS13957",77,"Private",9,"M","Unmarried","Service","White","m",25,51.46,"Secundaria"
"CS13958",19,"Private",10,"S","Husband","Service","White","f",20,36,"Universitaria"
"CS13959",30,"Private",9,"M","Own-child","White-Collar","White","f",30,46.09,"Secundaria"
"CS13960",41,"Self-Employed",13,"M","Not-in-family","White-Collar","White","m",55,55.97,"Universitaria"
"CS13961",35,"Private",9,"M","Husband","White-Collar","White","m",55.5,56.58,"Secundaria"
"CS13962",20,"Private",10,"S","Husband","White-Collar","White","f",40,44.43,"Universitaria"
"CS13963",66,"Self-Employed",13,"M","Own-child","White-Collar","White","m",40,58.9,"Universitaria"
"CS13964",49,"Private",9,"S","Husband","Blue-Collar","White","f",40.5,40.01,"Secundaria"
"CS13965",52,"Private",13,"M","Unmarried","Sales","White","m",45.5,55.37,"Universitaria"
"CS13966",24,"Private",14,"M","Husband","Professional","White","f",35.5,43.94,"Postuniversitaria"
"CS13967",50,"Private",9,"M","Wife","Blue-Collar","White","m",15,52.27,"Secundaria"
"CS13968",22,"Private",7,"S","Husband","Blue-Collar","White","m",65,47.78,"Secundaria"
"CS13969",19,"Private",10,"S","Not-in-family","Service","White","m",20.5,45.26,"Universitaria"
"CS13970",39,"Private",7,"S","Own-child","Professional","White","f",30.5,36.41,"Secundaria"
"CS13971",45,"Private",13,"M","Unmarried","Service","Asian-Pac-Islander","m",38.5,47.6,"Universitaria"
"CS13972",61,"Government",13,"D","Husband","Service","White","m",30.5,53.11,"Universitaria"
"CS13973",45,"Private",12,"D","Not-in-family","Blue-Collar","White","m",55,52.43,"Universitaria"
"CS13974",36,"Government",13,"M","Not-in-family","Professional","White","m",40.5,61.48,"Universitaria"
"CS13975",40,"Private",14,"M","Own-child","White-Collar","White","m",45,56.71,"Postuniversitaria"
"CS13976",38,"Private",9,"M","Husband","White-Collar","White","m",50,57.86,"Secundaria"
"CS13977",52,"Government",10,"M","Husband","Blue-Collar","Black","m",40.5,48.57,"Universitaria"
"CS13978",29,"Government",11,"M","Husband","Service","White","m",42,53.58,"Universitaria"
"CS13979",33,"Private",9,"S","Husband","Blue-Collar","White","m",40,47.6,"Secundaria"
"CS13980",40,"Self-Employed",10,"S","Not-in-family","Blue-Collar","White","m",40.5,48.78,"Universitaria"
"CS13981",34,"Private",9,"S","Own-child","Blue-Collar","White","m",55.5,50.68,"Secundaria"
"CS13982",46,"Government",13,"D","Not-in-family","Service","Black","m",50.5,47.14,"Universitaria"
"CS13983",44,"Private",14,"M","Not-in-family","Blue-Collar","White","m",45.5,57.31,"Postuniversitaria"
"CS13984",19,"Private",9,"S","Husband","Service","White","f",13,38.07,"Secundaria"
"CS13985",44,"Private",9,"M","Own-child","White-Collar","White","f",40.5,46.3,"Secundaria"
"CS13986",40,"Private",9,"S","Wife","Blue-Collar","Amer-Indian-Eskimo","m",40.5,45.41,"Secundaria"
"CS13987",20,"Private",10,"S","Not-in-family","Professional","White","f",2,40.71,"Universitaria"
"CS13988",24,"Private",12,"S","Own-child","Blue-Collar","White","m",30,50.22,"Universitaria"
"CS13989",76,"Private",9,"W","Own-child","Service","White","m",17.5,47.9,"Secundaria"
"CS13990",20,"Private",9,"M","Not-in-family","Service","White","m",40.5,50.36,"Secundaria"
"CS13991",33,"Private",15,"S","Other-relative","Professional","White","m",40.5,55.98,"Postuniversitaria"
"CS13992",31,"Private",10,"M","Not-in-family","Service","White","m",40,48.38,"Universitaria"
"CS13993",33,"Private",9,"D","Husband","Service","White","f",40.5,39.66,"Secundaria"
"CS13994",19,"Private",9,"S","Unmarried","Blue-Collar","White","m",35,47.86,"Secundaria"
"CS13995",29,"Private",13,"S","Own-child","White-Collar","White","m",50,52.31,"Universitaria"
"CS13996",30,"Private",9,"M","Not-in-family","Sales","White","m",45,53.67,"Secundaria"
"CS13997",48,"Private",14,"D","Husband","White-Collar","White","m",50,58.25,"Postuniversitaria"
"CS13998",42,"Private",13,"M","Not-in-family","White-Collar","White","m",40,57.8,"Universitaria"
"CS13999",37,"Private",7,"M","Husband","Blue-Collar","White","m",40.5,55.08,"Secundaria"
"CS14000",54,"Self-Employed",9,"M","Husband","White-Collar","White","m",60.5,54.51,"Secundaria"
"CS14001",42,"Private",12,"M","Husband","White-Collar","White","m",42.5,56.42,"Universitaria"
"CS14002",28,"Self-Employed",9,"S","Husband","Service","White","f",28,35.03,"Secundaria"
"CS14003",42,"Government",10,"M","Not-in-family","Service","White","m",52,54.85,"Universitaria"
"CS14004",60,"Government",14,"M","Husband","White-Collar","White","f",40.5,53.89,"Postuniversitaria"
"CS14005",76,"Other/Unknown",9,"W","Wife","Other/Unknown","White","f",25,37.4,"Secundaria"
"CS14006",21,"Private",11,"S","Not-in-family","Service","White","f",40.5,39.24,"Universitaria"
"CS14007",29,"Private",10,"S","Own-child","Blue-Collar","White","m",40,54.92,"Universitaria"
"CS14008",43,"Private",13,"M","Own-child","Professional","White","m",40,53.43,"Universitaria"
"CS14009",44,"Private",9,"D","Husband","Sales","White","m",38,49.67,"Secundaria"
"CS14010",45,"Private",13,"D","Own-child","White-Collar","White","f",35.5,44.14,"Universitaria"
"CS14011",38,"Private",10,"S","Unmarried","Sales","Black","f",40.5,39.28,"Universitaria"
"CS14012",28,"Private",10,"M","Unmarried","White-Collar","White","m",50,57.52,"Universitaria"
"CS14013",29,"Private",9,"S","Husband","Sales","White","f",40.5,37.21,"Secundaria"
"CS14014",20,"Private",10,"S","Own-child","Service","White","m",40.5,51.75,"Universitaria"
"CS14015",49,"Self-Employed",14,"M","Own-child","Sales","White","m",40,48.45,"Postuniversitaria"
"CS14016",36,"Government",10,"M","Husband","Service","White","m",56.5,55.16,"Universitaria"
"CS14017",40,"Self-Employed",13,"M","Husband","White-Collar","White","m",50.5,53.64,"Universitaria"
"CS14018",17,"Private",8,"S","Husband","White-Collar","White","f",30,46.09,"Secundaria"
"CS14019",45,"Private",9,"M","Own-child","Blue-Collar","White","m",40.5,55.91,"Secundaria"
"CS14020",42,"Private",10,"S","Husband","Blue-Collar","White","m",28.5,52.78,"Universitaria"
"CS14021",29,"Private",13,"S","Not-in-family","White-Collar","Black","f",40.5,45.91,"Universitaria"
"CS14022",57,"Self-Employed",13,"M","Unmarried","White-Collar","White","m",13.5,54.59,"Universitaria"
"CS14023",23,"Private",13,"S","Husband","White-Collar","White","m",40.5,52.99,"Universitaria"
"CS14024",20,"Private",10,"S","Not-in-family","White-Collar","Black","f",40.5,43.78,"Universitaria"
"CS14025",23,"Private",9,"S","Own-child","Blue-Collar","White","m",24.5,52.76,"Secundaria"
"CS14026",39,"Private",9,"S","Own-child","Service","White","m",40.5,43.15,"Secundaria"
"CS14027",34,"Private",10,"M","Not-in-family","Blue-Collar","White","m",40,57.78,"Universitaria"
"CS14028",43,"Self-Employed",13,"S","Husband","Sales","White","m",45.5,45.72,"Universitaria"
"CS14029",25,"Government",10,"S","Not-in-family","Blue-Collar","White","m",40.5,53.94,"Universitaria"
"CS14030",40,"Private",10,"M","Own-child","Sales","White","m",60,54.05,"Universitaria"
"CS14031",52,"Self-Employed",9,"D","Husband","Blue-Collar","White","m",25.5,50.48,"Secundaria"
"CS14032",48,"Private",9,"W","Not-in-family","Blue-Collar","White","f",36,44.35,"Secundaria"
"CS14033",37,"Private",11,"S","Unmarried","Sales","Black","f",6.5,38.84,"Universitaria"
"CS14034",36,"Private",9,"M","Unmarried","Sales","White","m",50.5,54.88,"Secundaria"
"CS14035",33,"Private",11,"M","Husband","Blue-Collar","White","m",40,56.15,"Universitaria"
"CS14036",36,"Government",9,"M","Husband","White-Collar","White","f",40.5,52.26,"Secundaria"
"CS14037",24,"Private",13,"S","Wife","White-Collar","White","m",10,53.9,"Universitaria"
"CS14038",42,"Government",9,"D","Not-in-family","Blue-Collar","White","m",40.5,54.46,"Secundaria"
"CS14039",35,"Self-Employed",12,"S","Not-in-family","Sales","White","m",40,44.81,"Universitaria"
"CS14040",40,"Government",9,"D","Own-child","White-Collar","White","f",22.5,47.98,"Secundaria"
"CS14041",50,"Self-Employed",15,"M","Unmarried","Professional","Asian-Pac-Islander","m",40.5,40.51,"Postuniversitaria"
"CS14042",40,"Private",14,"M","Husband","White-Collar","White","m",50.5,60.07,"Postuniversitaria"
"CS14043",22,"Private",9,"S","Husband","Sales","Black","m",40.5,40.77,"Secundaria"
"CS14044",57,"Self-Employed",9,"M","Other-relative","White-Collar","White","m",40,55.24,"Secundaria"
"CS14045",51,"Government",9,"M","Husband","Blue-Collar","White","m",40.5,60.76,"Secundaria"
"CS14046",61,"Government",9,"S","Husband","White-Collar","White","f",35.5,48.86,"Secundaria"
"CS14047",71,"Private",9,"W","Unmarried","Sales","White","f",20,36.7,"Secundaria"
"CS14048",47,"Private",9,"M","Unmarried","Blue-Collar","White","m",40.5,55.41,"Secundaria"
"CS14049",38,"Private",13,"S","Husband","Service","White","f",45,40.95,"Universitaria"
"CS14050",25,"Private",13,"S","Other-relative","Sales","White","m",65,49.1,"Universitaria"
"CS14051",33,"Private",7,"M","Not-in-family","Blue-Collar","White","m",50,56.04,"Secundaria"
"CS14052",40,"Government",7,"D","Husband","Blue-Collar","White","f",52.5,46.66,"Secundaria"
"CS14053",39,"Other/Unknown",7,"S","Unmarried","Other/Unknown","Black","f",40,31.38,"Secundaria"
"CS14054",29,"Private",9,"M","Not-in-family","White-Collar","White","f",40.5,47.57,"Secundaria"
"CS14055",33,"Private",9,"S","Wife","Blue-Collar","White","m",40,52.45,"Secundaria"
"CS14056",46,"Private",10,"S","Not-in-family","White-Collar","Black","f",36,46.14,"Universitaria"
"CS14057",24,"Private",9,"M","Own-child","Sales","White","f",40.5,40.15,"Secundaria"
"CS14058",28,"Private",14,"S","Wife","White-Collar","Other","m",30.5,42.99,"Postuniversitaria"
"CS14059",20,"Private",9,"S","Not-in-family","Blue-Collar","White","m",40,47.99,"Secundaria"
"CS14060",34,"Private",10,"D","Not-in-family","Blue-Collar","White","f",40,43.26,"Universitaria"
"CS14061",34,"Government",13,"M","Unmarried","White-Collar","White","m",55.5,63.27,"Universitaria"
"CS14062",25,"Private",10,"S","Husband","White-Collar","Black","f",40.5,42.01,"Universitaria"
"CS14063",36,"Private",13,"M","Unmarried","Service","White","m",40.5,51.33,"Universitaria"
"CS14064",61,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,55.14,"Secundaria"
"CS14065",38,"Private",10,"X","Husband","Service","White","f",58.5,39.75,"Universitaria"
"CS14066",57,"Private",9,"W","Not-in-family","Service","White","f",25.5,33.74,"Secundaria"
"CS14067",20,"Other/Unknown",9,"S","Other-relative","Other/Unknown","White","f",40.5,36.52,"Secundaria"
"CS14068",56,"Private",9,"M","Own-child","Service","White","f",10.5,42.37,"Secundaria"
"CS14069",24,"Private",13,"S","Wife","White-Collar","White","f",40,43.61,"Universitaria"
"CS14070",60,"Private",10,"D","Not-in-family","Sales","White","f",48,40.5,"Universitaria"
"CS14071",37,"Private",10,"M","Not-in-family","White-Collar","White","m",50.5,62.89,"Universitaria"
"CS14072",27,"Private",10,"M","Husband","Blue-Collar","White","m",40,54.11,"Universitaria"
"CS14073",54,"Private",10,"X","Husband","Service","White","m",28.5,44.86,"Universitaria"
"CS14074",40,"Private",9,"M","Not-in-family","Service","Asian-Pac-Islander","m",30,39.65,"Secundaria"
"CS14075",18,"Private",8,"S","Husband","Service","White","m",15,46.47,"Secundaria"
"CS14076",51,"Government",9,"M","Own-child","White-Collar","White","m",40.5,61.66,"Secundaria"
"CS14077",40,"Self-Employed",10,"M","Husband","Service","White","m",50,47.89,"Universitaria"
"CS14078",64,"Government",9,"M","Husband","Professional","White","m",8,58.1,"Secundaria"
"CS14079",24,"Private",9,"S","Husband","Service","White","f",40,36.6,"Secundaria"
"CS14080",33,"Private",9,"M","Not-in-family","Service","Black","f",38.5,41.81,"Secundaria"
"CS14081",31,"Private",9,"D","Wife","White-Collar","White","f",40.5,45.21,"Secundaria"
"CS14082",26,"Government",9,"M","Unmarried","Service","White","m",40.5,56.23,"Secundaria"
"CS14083",54,"Private",13,"S","Husband","White-Collar","White","f",40.5,43.57,"Universitaria"
"CS14084",31,"Private",2,"S","Not-in-family","Blue-Collar","White","m",37,47.41,"Primaria"
"CS14085",39,"Private",8,"M","Not-in-family","Blue-Collar","Black","m",45,50.33,"Secundaria"
"CS14086",22,"Private",10,"S","Not-in-family","Service","White","m",40.5,46.87,"Universitaria"
"CS14087",31,"Private",10,"S","Own-child","Blue-Collar","White","m",40,55.01,"Universitaria"
"CS14088",68,"Private",3,"X","Not-in-family","Service","White","m",12.5,46.47,"Primaria"
"CS14089",59,"Government",6,"D","Not-in-family","Service","White","f",37.5,43.49,"Primaria"
"CS14090",35,"Self-Employed",9,"M","Not-in-family","Blue-Collar","White","m",45.5,53.86,"Secundaria"
"CS14091",25,"Private",13,"S","Husband","White-Collar","White","m",40,54.09,"Universitaria"
"CS14092",23,"Private",9,"S","Own-child","Blue-Collar","White","m",40.5,50.02,"Secundaria"
"CS14093",35,"Private",10,"D","Unmarried","White-Collar","White","m",60.5,57.34,"Universitaria"
"CS14094",17,"Government",6,"S","Unmarried","Service","White","m",30.5,47.7,"Primaria"
"CS14095",19,"Private",10,"S","Own-child","Blue-Collar","White","m",45.5,54.44,"Universitaria"
"CS14096",53,"Private",14,"M","Not-in-family","White-Collar","White","m",55,62.1,"Postuniversitaria"
"CS14097",59,"Private",3,"D","Husband","Blue-Collar","White","f",40.5,43.21,"Primaria"
"CS14098",37,"Private",9,"S","Unmarried","White-Collar","White","f",37,45.28,"Secundaria"
"CS14099",74,"Self-Employed",9,"W","Own-child","Service","White","m",20.5,52.31,"Secundaria"
"CS14100",28,"Private",10,"S","Not-in-family","Blue-Collar","White","m",50.5,50.01,"Universitaria"
"CS14101",40,"Private",13,"S","Not-in-family","White-Collar","White","m",40,57.68,"Universitaria"
"CS14102",30,"Private",10,"M","Not-in-family","Blue-Collar","White","m",40.5,55.55,"Universitaria"
"CS14103",20,"Private",10,"S","Not-in-family","Service","Black","m",40,38.17,"Universitaria"
"CS14104",80,"Private",15,"M","Own-child","Professional","White","m",35,54.97,"Postuniversitaria"
"CS14105",51,"Private",9,"M","Husband","Blue-Collar","Black","m",40.5,44.21,"Secundaria"
"CS14106",17,"Private",6,"S","Husband","Sales","White","m",15.5,47.97,"Primaria"
"CS14107",37,"Government",13,"M","Own-child","Professional","White","m",40.5,60.84,"Universitaria"
"CS14108",19,"Other/Unknown",9,"S","Husband","Other/Unknown","Black","f",24.5,36.35,"Secundaria"
"CS14109",58,"Private",9,"S","Own-child","Service","White","m",40,52.67,"Secundaria"
"CS14110",57,"Private",10,"M","Not-in-family","Blue-Collar","White","m",40.5,55.78,"Universitaria"
"CS14111",37,"Private",10,"D","Husband","Blue-Collar","White","m",40,54.11,"Universitaria"
"CS14112",23,"Government",10,"S","Not-in-family","Blue-Collar","Amer-Indian-Eskimo","m",40,45.03,"Universitaria"
"CS14113",36,"Private",13,"S","Unmarried","White-Collar","White","f",32.5,43.39,"Universitaria"
"CS14114",33,"Private",9,"M","Not-in-family","Blue-Collar","White","m",40,54.02,"Secundaria"
"CS14115",30,"Private",10,"M","Husband","Sales","White","f",40,39.76,"Universitaria"
"CS14116",30,"Private",9,"S","Wife","White-Collar","White","f",24.5,43.26,"Secundaria"
"CS14117",41,"Private",15,"M","Unmarried","Professional","White","m",65.5,53.73,"Postuniversitaria"
"CS14118",57,"Other/Unknown",10,"M","Husband","Other/Unknown","Asian-Pac-Islander","m",60.5,42.1,"Universitaria"
"CS14119",23,"Private",9,"S","Husband","Sales","White","m",40,47.53,"Secundaria"
"CS14120",40,"Private",15,"S","Own-child","Professional","White","f",50.5,43.65,"Postuniversitaria"
"CS14121",53,"Private",9,"W","Not-in-family","White-Collar","Black","f",40.5,44.95,"Secundaria"
"CS14122",31,"Government",10,"S","Not-in-family","Service","White","m",13.5,49.27,"Universitaria"
"CS14123",41,"Other/Unknown",3,"M","Not-in-family","Other/Unknown","White","m",40.5,47.48,"Primaria"
"CS14124",36,"Private",9,"S","Husband","White-Collar","White","m",40,49.18,"Secundaria"
"CS14125",30,"Private",8,"D","Other-relative","Service","White","f",40,35.92,"Secundaria"
"CS14126",44,"Private",9,"M","Not-in-family","Service","White","m",40.5,54.08,"Secundaria"
"CS14127",36,"Private",9,"S","Husband","Service","White","m",40,50.65,"Secundaria"
"CS14128",42,"Private",12,"M","Own-child","Professional","White","m",40,53.42,"Universitaria"
"CS14129",48,"Self-Employed",9,"M","Husband","Blue-Collar","White","m",30,51.28,"Secundaria"
"CS14130",22,"Private",13,"S","Husband","Professional","White","m",40,48.92,"Universitaria"
"CS14131",38,"Private",9,"M","Own-child","Blue-Collar","White","m",40.5,55.71,"Secundaria"
"CS14132",31,"Private",9,"S","Husband","Blue-Collar","White","m",50.5,54.71,"Secundaria"
"CS14133",32,"Private",9,"D","Not-in-family","Service","White","m",40.5,47.01,"Secundaria"
"CS14134",35,"Private",9,"M","Own-child","Blue-Collar","Black","m",40,51.09,"Secundaria"
"CS14135",21,"Private",10,"S","Husband","Sales","White","m",43,50.02,"Universitaria"
"CS14136",26,"Private",9,"M","Own-child","Blue-Collar","White","m",40.5,54.18,"Secundaria"
"CS14137",19,"Government",9,"S","Husband","White-Collar","Black","f",40,43.28,"Secundaria"
"CS14138",43,"Private",9,"M","Own-child","Blue-Collar","Black","f",42,46.04,"Secundaria"
"CS14139",33,"Private",9,"M","Wife","Blue-Collar","White","m",60.5,58.07,"Secundaria"
"CS14140",30,"Private",13,"S","Husband","Blue-Collar","White","m",10,52.73,"Universitaria"
"CS14141",52,"Private",6,"M","Own-child","Blue-Collar","White","m",45.5,56.3,"Primaria"
"CS14142",38,"Government",13,"M","Husband","White-Collar","White","m",40.5,60.64,"Universitaria"
"CS14143",28,"Private",13,"M","Husband","White-Collar","White","m",46.5,56.31,"Universitaria"
"CS14144",57,"Self-Employed",12,"M","Husband","Service","White","m",40.5,53.27,"Universitaria"
"CS14145",51,"Private",13,"M","Husband","Professional","White","m",50,55.52,"Universitaria"
"CS14146",50,"Private",5,"M","Husband","Blue-Collar","White","m",48,52.1,"Primaria"
"CS14147",32,"Private",13,"M","Husband","White-Collar","Asian-Pac-Islander","m",50,51.17,"Universitaria"
"CS14148",32,"Private",13,"M","Husband","Professional","White","m",48,51.29,"Universitaria"
"CS14149",37,"Private",9,"M","Husband","Blue-Collar","White","m",40,56.74,"Secundaria"
"CS14150",69,"Self-Employed",9,"M","Husband","Sales","White","m",33,46.32,"Secundaria"
"CS14151",33,"Other/Unknown",10,"D","Husband","Other/Unknown","Amer-Indian-Eskimo","m",30.5,35.6,"Universitaria"
"CS14152",37,"Private",10,"M","Unmarried","Sales","White","m",50.5,49.79,"Universitaria"
"CS14153",36,"Private",10,"S","Husband","White-Collar","White","m",40.5,53.58,"Universitaria"
"CS14154",47,"Self-Employed",9,"M","Not-in-family","Blue-Collar","White","m",45.5,51.97,"Secundaria"
"CS14155",63,"Private",6,"M","Husband","Blue-Collar","White","m",40,52.04,"Primaria"
"CS14156",21,"Private",10,"S","Husband","White-Collar","White","m",65,54.79,"Universitaria"
"CS14157",17,"Private",9,"S","Not-in-family","Service","White","m",35.5,51.16,"Secundaria"
"CS14158",56,"Private",9,"X","Other-relative","Blue-Collar","White","m",40,48.25,"Secundaria"
"CS14159",76,"Government",12,"M","Unmarried","White-Collar","Asian-Pac-Islander","m",20,52.26,"Universitaria"
"CS14160",27,"Private",10,"D","Husband","White-Collar","White","f",38,42.46,"Universitaria"
"CS14161",38,"Private",9,"D","Not-in-family","White-Collar","White","f",20,45.44,"Secundaria"
"CS14162",33,"Private",12,"M","Unmarried","Professional","White","m",50.5,53.23,"Universitaria"
"CS14163",26,"Private",9,"S","Husband","White-Collar","White","f",40,39.51,"Secundaria"
"CS14164",20,"Private",10,"S","Not-in-family","Service","White","f",35.5,36.66,"Universitaria"
"CS14165",42,"Private",7,"M","Own-child","Blue-Collar","White","m",40.5,51.79,"Secundaria"
"CS14166",55,"Private",9,"D","Husband","White-Collar","White","f",40,43.72,"Secundaria"
"CS14167",32,"Government",10,"M","Not-in-family","Professional","Black","f",40.5,45.42,"Universitaria"
"CS14168",66,"Private",13,"M","Wife","Sales","White","m",40.5,52.76,"Universitaria"
"CS14169",66,"Government",16,"D","Husband","Professional","White","f",40,46.43,"Postuniversitaria"
"CS14170",49,"Private",10,"D","Not-in-family","Service","White","f",40,38.15,"Universitaria"
"CS14171",34,"Private",9,"D","Not-in-family","Service","Black","m",45,38.71,"Secundaria"
"CS14172",38,"Private",13,"M","Not-in-family","White-Collar","White","m",50,58.16,"Universitaria"
"CS14173",40,"Self-Employed",9,"M","Husband","White-Collar","White","m",40,53.02,"Secundaria"
"CS14174",22,"Government",12,"S","Husband","Service","White","m",20,52.94,"Universitaria"
"CS14175",46,"Self-Employed",9,"M","Own-child","Blue-Collar","White","m",40,51.42,"Secundaria"
"CS14176",29,"Private",9,"M","Husband","Blue-Collar","White","m",50.5,55.74,"Secundaria"
"CS14177",19,"Private",8,"S","Husband","Blue-Collar","Amer-Indian-Eskimo","m",20.5,38.9,"Secundaria"
"CS14178",71,"Other/Unknown",9,"W","Own-child","Other/Unknown","White","f",40,36.07,"Secundaria"
"CS14179",37,"Government",13,"D","Not-in-family","Professional","White","f",35,47.01,"Universitaria"
"CS14180",52,"Government",14,"S","Unmarried","Professional","White","m",32.5,56.67,"Postuniversitaria"
"CS14181",27,"Private",14,"S","Not-in-family","White-Collar","White","f",46,47.11,"Postuniversitaria"
"CS14182",52,"Private",9,"M","Not-in-family","Blue-Collar","White","f",40.5,43.84,"Secundaria"
"CS14183",31,"Private",9,"S","Wife","Blue-Collar","White","m",40.5,50.24,"Secundaria"
"CS14184",37,"Self-Employed",10,"M","Own-child","Blue-Collar","White","m",50.5,53.15,"Universitaria"
